s,t,pr_s1,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11
1.0,1.0,0.04128167677455331,0.4540984445200864,0.15209392082139503,0.0,0.30490869189298064,0.08889894276553789,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,0.0478899338185843,0.0,0.3746953511830322,0.332799736338092,0.0,0.2189026822895846,0.07360223018929112,0.0,0.0,0.0,0.0,0.0
11.0,1.0,0.10469933769739749,0.0,0.0,0.8188929783332803,0.0,0.0,0.1811070216667196,0.0,0.0,0.0,0.0,0.0
16.0,1.0,0.08257094615881742,0.0,0.0,0.0,0.6033717158540111,0.1624056871515948,0.0,0.18535998305757428,0.04886261393681978,0.0,0.0,0.0
36.0,1.0,0.11263059902222278,0.0,0.0,0.0,0.0,0.7687292770377333,0.0,0.0,0.2312707229622666,0.0,0.0,0.0
66.0,1.0,0.10242430678115041,0.0,0.0,0.0,0.0,0.0,0.8719581227366439,0.0,0.0,0.0,0.12804187726335614,0.0
96.0,1.0,0.10775999845977947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
111.0,1.0,0.11637575789991693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
136.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151.0,1.0,0.10254926156939602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
176.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,3.0,0.00852919462126232,0.09382114083388551,0.0785927310501208,0.08350738525536575,0.25335364228457113,0.26143805070434967,0.02823610140315025,0.10550994223936974,0.09410843645810832,0.0,0.0014325697710788523,0.0
6.0,3.0,0.011921181418537142,0.0,0.05254026455378777,0.3722184386531257,0.0,0.22919260143900025,0.21492009119128574,0.0,0.10227389348625082,0.0,0.02885471067654979,0.0
11.0,3.0,0.09135501066104755,0.0,0.0,0.5491792933630317,0.0,0.0,0.388505538450463,0.0,0.0,0.0,0.06231516818650535,0.0
16.0,3.0,0.04294813345597907,0.0,0.0,0.0,0.21907582573119871,0.23094385481632737,0.0,0.36444397990718597,0.18553633954528803,0.0,0.0,0.0
36.0,3.0,0.106890795251077,0.0,0.0,0.0,0.0,0.4542242408021698,0.0,0.0,0.5457757591978301,0.0,0.0,0.0
66.0,3.0,0.11771575133747274,0.0,0.0,0.0,0.0,0.0,0.6632115336673011,0.0,0.0,0.0,0.3367884663326989,0.0
96.0,3.0,0.133632174740596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
111.0,3.0,0.1752449480624979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0
136.0,3.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151.0,3.0,0.12994462863334844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
