s,t,pr_s1,q1,q2,q3,q4,q5,q6,q7
1.0,1.0,0.08174375007041132,0.5722062504928792,0.23469518795429115,0.19206900601864269,0.001029555534186829,0.0,0.0,0.0
6.0,1.0,0.29014076056952803,0.0,0.9956630903292224,0.0,0.004336909670777629,0.0,0.0,0.0
11.0,1.0,0.0818472408649381,0.0,0.11966059675398408,0.3808616799902725,0.37918954704855834,0.11913832000972753,0.0011498561974575077,0.0
26.0,1.0,0.29100036811643964,0.0,0.23851404583372976,0.0,0.7560897865335359,0.0,0.005396167632734481,0.0
61.0,1.0,0.017019760022007804,0.0,0.0,4.5651500046017594e-11,0.450024449894258,1.4432710213984326e-10,0.5499755499157634,0.0
76.0,1.0,0.15841380330639823,0.0,0.0005711855896989312,0.0,0.4463323281337608,0.0,0.5523750493988323,0.0007214368777079806
101.0,1.0,0.07983431705027685,0.0,0.44188121752577003,0.0,0.0,0.0,0.0,0.55811878247423
1.0,3.0,0.026764538106695795,0.1873517667279599,0.5026767755320884,0.1331233362938592,0.14251575869615923,0.021484590748150525,0.012847615608245934,1.5639353657377768e-7
6.0,3.0,0.5308771071420727,0.0,0.9896082289114413,0.0,0.010382981041489405,0.0,8.779931927055215e-6,1.0115142481728028e-8
11.0,3.0,0.026909923323026757,1.8910653987031064e-11,0.3864933410191954,0.055246126902964036,0.47583014114480576,0.01728168279797502,0.06499485449962518,0.00015385361652392866
26.0,3.0,0.3240069224432704,0.0,0.5542263100617824,0.0,0.44005704361644493,0.0,0.00535408835601446,0.0003625579657584089
61.0,3.0,0.005538039085211245,0.0,0.2311314862048702,6.436399778254417e-11,0.598407108845052,5.035317107217931e-11,0.16980407344344267,0.00065733139191794
76.0,3.0,0.060620711672727194,0.0,0.23142217064364476,0.0,0.5963804078160101,0.0,0.17133391860956843,0.0008635029307767518
101.0,3.0,0.025282758226995928,0.0,0.8205814376214867,0.0,0.004475015942931317,0.0,1.6512602666239205e-6,0.17494189517531542
1.0,5.0,0.008763244916471591,0.06134271436952581,0.6636862128710936,0.05388487192584047,0.19102730867509699,0.010183389617783149,0.01982503851353018,5.046402712959574e-5
6.0,5.0,0.6974481100318487,0.0,0.9858781394879892,0.0,0.014103597745967405,0.0,1.8247849489588173e-5,1.4916554036072252e-8
11.0,5.0,0.008842661883720567,4.577532005990549e-11,0.602610268516045,0.008013761208365042,0.3553038344712047,0.002506805214699665,0.03124996729059412,0.00031536325331600677
26.0,5.0,0.2515286668373967,0.0,0.7347736119154636,0.0,0.2608856035750263,0.0,0.003976097781565859,0.00036468672794435873
61.0,5.0,0.0018128849786122974,0.0,0.480047647457437,5.183844325079049e-11,0.46525363671787506,1.7803266355868998e-11,0.054234341208849034,0.00046437454619699354
76.0,5.0,0.02346160838895792,0.0,0.4798197766843672,0.0,0.4646850097288938,0.0,0.05491886593092998,0.0005763476558090016
101.0,5.0,0.008142822962992104,0.0,0.9353211132905457,0.0,0.009441676947712902,0.0,8.700147746627444e-6,0.055228509613994725
1.0,10.0,0.0005375612605501594,0.003762928784469938,0.8758481033695346,0.0037490769766742216,0.11085178380901518,0.0007602703211447803,0.004947507349084686,8.032939007659331e-5
6.0,10.0,0.8970496521610473,0.0,0.9816444189524655,0.0,0.018324101292013985,0.0,3.1470536497360475e-5,9.219023980371036e-9
11.0,10.0,0.0005447567708563153,3.938117875712369e-11,0.872625655704234,6.422040071229373e-5,0.12359732588723732,2.008894191665189e-5,0.0034850484977943523,0.00020766052872467244
26.0,10.0,0.0985233191915735,0.0,0.917653934960678,0.0,0.08065912350797928,0.0,0.001485457607855294,0.00020148392348801134
61.0,10.0,0.00011147989491902724,0.0,0.8257781959074715,1.860769157599553e-11,0.16976203677501195,1.3717585428700414e-12,0.004247987620871661,0.00021177967666510418
76.0,10.0,0.002662452250996202,0.0,0.825525975902959,0.0,0.16980677168779632,0.0,0.004413302305784977,0.0002539501034599684
101.0,10.0,0.0005707784700576395,0.0,0.9802712803299892,0.0,0.01666209138196038,0.0,2.6391839085085537e-5,0.0030402364489651454
1.0,30.0,7.613284550729678e-9,5.3291201864511226e-8,0.9790272489035338,5.406752115610363e-8,0.020911627211906324,1.1062803200071099e-8,5.652509046142308e-5,4.48037257302397e-6
6.0,30.0,0.9792255074311321,0.0,0.9798145597058361,0.0,0.02014806514913372,0.0,3.736525794606163e-5,9.887086303806337e-9
11.0,30.0,7.724187894696393e-9,1.7899905965224484e-12,0.9791677240978833,1.6607743210253815e-12,0.020748608729848073,8.827667909440921e-14,7.396772786374598e-5,9.699440867704803e-6
26.0,30.0,0.020706665787563378,0.0,0.9795033874740392,0.0,0.02041667818094091,0.0,7.070622311360073e-5,9.228121907989119e-6
61.0,30.0,1.5804131387653302e-9,0.0,0.9786234179344006,1.3333245008701418e-13,0.021293751173236314,4.946071201843672e-16,7.322344998299198e-5,9.607442246937875e-6
76.0,30.0,6.111966301057218e-5,0.0,0.9786149260331606,0.0,0.0212947738460603,0.0,7.8732241192107e-5,1.156787958853601e-5
