s,t,pr_s1,q1,q2,q3,q4,q5,q6,q7
1.0,1.0,0.10451532085577851,0.7316072459904496,0.16110385739293057,0.10659925184351612,0.0006896447731036954,0.0,0.0,0.0
6.0,1.0,0.28149372807620543,0.0,0.995737287737924,0.0,0.0042627122620759045,0.0,0.0,0.0
11.0,1.0,0.10749533103704308,0.0,0.11518693443590072,0.46960187029851846,0.37043589799147986,0.030398129701481494,0.014377167572619367,0.0
26.0,1.0,0.2429375274924553,0.0,0.24015114088856462,0.0,0.7569130280088442,0.0,0.0029358311025912158,0.0
61.0,1.0,0.08345022118352428,0.0,0.0,0.1762661951172669,0.12121615983497949,0.5537534185831885,0.14876422646456508,0.0
76.0,1.0,0.10256484582061656,0.0,0.0004935155577551055,0.0,0.4470452495767042,0.0,0.5518766956045402,0.0005845392610004862
101.0,1.0,0.0775430255343768,0.0,0.45778336052036284,0.0,0.0,0.0,0.0,0.5422166394796372
1.0,3.0,0.07661092649320181,0.4606668048691862,0.35460184239498566,0.16380749089802252,0.016517311771300683,0.0019399312699464992,0.002290876292861143,0.0001757425036969758
6.0,3.0,0.4860854483248784,0.0,0.9897867742057541,0.0,0.010205442461590754,0.0,7.782535719454203e-6,7.969356375539414e-10
11.0,3.0,0.10025111494803628,0.07560968058322648,0.3656917541505963,0.13926002355457362,0.3497276449756238,0.03684672145068521,0.030464765769211467,0.0023994095160832403
26.0,3.0,0.22781218404719833,0.0,0.5572808821108373,0.0,0.4394397110539914,0.0,0.003266148825342326,1.325800982914683e-5
61.0,3.0,0.04945612605127797,0.0,0.06521737213205596,0.3986902901836578,0.17594219121419513,0.3074062296383141,0.05271022364353991,3.369318823717854e-5
76.0,3.0,0.03680673295762862,0.0,0.23242458367307925,0.0,0.5983206029546383,0.0,0.16890580532583957,0.00034900804644302265
101.0,3.0,0.02297746717777861,0.0,0.8375949296068401,0.0,0.0045323838990482266,0.0,1.5283108864561503e-6,0.15787115818322506
1.0,5.0,0.05205132897821923,0.2901519069747349,0.47766848405026247,0.21045992742332298,0.01766964357403154,0.0020037801452936124,0.0017612794406099124,0.0002849783917443561
6.0,5.0,0.6163518640613923,0.0,0.9861184642079602,0.0,0.013865339857210803,0.0,1.6195435736686912e-5,4.990919002740935e-10
11.0,5.0,0.11824993832824447,0.07420739587279963,0.5449664508270583,0.10195696424177703,0.2259629121826326,0.02769984464145596,0.02188742650799286,0.0033190057262836086
26.0,5.0,0.1633276255830402,0.0,0.7379514608108194,0.0,0.25966014363323126,0.0,0.002382333070033442,6.062485916208418e-6
61.0,5.0,0.0287681566459154,0.0,0.14194446249156367,0.5153326766326114,0.15092121695784363,0.17167347173465825,0.020116492354153657,1.1679829169574614e-5
76.0,5.0,0.014129225904659102,0.0,0.4814209681661239,0.0,0.46573999214330886,0.0,0.05273288970140523,0.00010614998916215491
101.0,5.0,0.0071218604985291865,0.0,0.9443927578759584,0.0,0.009474130733022647,0.0,7.964822681921635e-6,0.046125146568336516
1.0,10.0,0.017348391946499692,0.09023998038824421,0.6266436203271335,0.25946292450149416,0.02141435301245877,0.0011819370575010205,0.0008745828775824861,0.00018260183558571795
6.0,10.0,0.7678875986188275,0.0,0.9819500504048888,0.0,0.01802202951684085,0.0,2.7917005842965513e-5,3.0724269300715644e-9
11.0,10.0,0.1383160656775974,0.03119876323725364,0.7648257050320408,0.10530959323379196,0.0782001747369149,0.008489479147597782,0.009913519906404756,0.0020627647059961144
26.0,10.0,0.06608508153754725,0.0,0.919739033771512,0.0,0.07952236569997057,0.0,0.0007352493874827938,3.3511410352947966e-6
61.0,10.0,0.00715915453763249,0.0,0.2735319469141414,0.6034399420078959,0.07955758521872133,0.04044266555832862,0.0030176437294795037,1.0216571433547414e-5
76.0,10.0,0.0025746320341111717,0.0,0.8271637930997765,0.0,0.16938369994231334,0.0,0.003429807423492914,2.2699534417235746e-5
101.0,10.0,0.0006290756477844822,0.0,0.9813590407822994,0.0,0.016495362635610904,0.0,2.3703908492783474e-5,0.0021218926735965355
1.0,30.0,0.00016087816778780873,0.0008195770493659929,0.7439836421682197,0.2286297632226149,0.02580424312507252,0.0006194365929407669,0.00012981605996777865,1.3521781818252348e-5
6.0,30.0,0.8574848569970416,0.0,0.9801445416899642,0.0,0.01982213888033315,0.0,3.3278649851606936e-5,4.077985039931609e-8
11.0,30.0,0.11847552537882362,0.00030657012514866816,0.8796100287598082,0.09593644389927906,0.022674974213198636,0.00032360343786283626,0.0009787591570765586,0.00016962040762631632
26.0,30.0,0.023275561317950364,0.0,0.9798656921944143,0.0,0.020075895171034086,0.0,5.517333321309718e-5,3.23930133919479e-6
61.0,30.0,0.0003666547187325745,0.0,0.45971798390803076,0.5047624705298712,0.03378482640960503,0.0016235430003244187,9.649212679385707e-5,1.468402537535992e-5
76.0,30.0,0.0001973247325313693,0.0,0.9789676569702481,0.0,0.020959373695076316,0.0,5.453965891225263e-5,1.84296757631896e-5
101.0,30.0,3.919868713270733e-5,0.0,0.980104453288606,0.0,0.019807477731332828,0.0,3.3214141904433995e-5,5.4854838156239014e-5
1.0,100.0,1.1384446692225263e-11,5.799303297488415e-11,0.8775577110816781,0.09956639524996082,0.022506502124794943,0.0002752296750628271,8.873441254856156e-5,5.427397961567147e-6
6.0,100.0,0.926883506263182,0.0,0.980127173531702,0.0,0.019838224387914,0.0,3.440430838334717e-5,1.977719994528956e-7
11.0,100.0,0.051562862535374024,2.1698093870692685e-11,0.9363955905130804,0.04178283287765315,0.020945779587730445,0.00015763475356720674,0.0006418985647559552,7.626368151482568e-5
26.0,100.0,0.02121775241708946,0.0,0.9801020641302046,0.0,0.019837805779167605,0.0,5.6780185631836876e-5,3.3499049962234407e-6
61.0,100.0,0.00017194515213777632,0.0,0.7538379196761273,0.2195908096200042,0.025721259287365416,0.0007707516363344003,6.411356734436458e-5,1.5146212825579141e-5
76.0,100.0,0.0001391009378927964,0.0,0.9800905951051947,0.0,0.01983755809930618,0.0,5.340782795005499e-5,1.8438967548324438e-5
101.0,100.0,2.483268293920379e-5,0.0,0.9800734898042872,0.0,0.019837137653347665,0.0,3.436769863545441e-5,5.5004843728453766e-5
