s,t,pr_s1,q1,q2,q3,q4,q5,q6,q7
1.0,1.0,0.11105177851897198,0.7773624496328039,0.13750903508397594,0.08453990787763865,0.0005886074055815089,0.0,0.0,0.0
6.0,1.0,0.27806753173414434,0.0,0.9957375581127403,0.0,0.00426244188725965,0.0,0.0,0.0
11.0,1.0,0.09203793893722319,0.0,0.11481136036450365,0.47985582261660087,0.3691767779553286,0.020144177383399145,0.016011861680167765,0.0
26.0,1.0,0.25749178646574317,0.0,0.24013460449400126,0.0,0.7568489115506256,0.0,0.003016483955373083,0.0
61.0,1.0,0.03873517766147063,0.0,0.0,0.07986984206632276,0.22450487435661365,0.2510020662468953,0.44462321733016824,0.0
76.0,1.0,0.1450722264214553,0.0,0.0004967343497694222,0.0,0.44706089210479316,0.0,0.5518540219844782,0.0005883515609592248
101.0,1.0,0.07754356026099139,0.0,0.45778342973401953,0.0,0.0,0.0,0.0,0.5422165702659805
1.0,3.0,0.09090224477943576,0.5525529963615761,0.3203223187253533,0.0852764305477731,0.03809598936790148,0.0010535630706445713,0.002441149404441818,0.0002575525223098832
6.0,3.0,0.5000867896003401,0.0,0.9897874001403204,0.0,0.010204821257254196,0.0,7.777577838136166e-6,1.024587125112535e-9
11.0,3.0,0.04182001367855948,0.08376271709447428,0.37046581097434694,0.12772303691999728,0.3639935516708965,0.015201607684033648,0.03542303071197739,0.0034302449442739132
26.0,3.0,0.2780565755298467,0.0,0.5572849143867804,0.0,0.43942035885617514,0.0,0.0032770174163788616,1.770934066553749e-5
61.0,3.0,0.010084559304488575,0.0,0.19243085488864703,0.07974062828214602,0.4920306877212799,0.0543367443767418,0.1775589154107916,0.003902169320393569
76.0,3.0,0.05535590806590139,0.0,0.23272096337304723,0.0,0.5981185137455838,0.0,0.1687819387290478,0.0003785841523211991
101.0,3.0,0.023693909041427957,0.0,0.8375952647138857,0.0,0.004532106089835847,0.0,1.52721083407304e-6,0.15787110198544446
1.0,5.0,0.06935608997708749,0.3929045003082514,0.46453325773100146,0.07933787608490664,0.060144961036288004,0.0008081054481736503,0.0018838126262754353,0.0003874867651036945
6.0,5.0,0.655724086581252,0.0,0.9861192976421357,0.0,0.013864518343945906,0.0,1.618337683388276e-5,6.370842622560405e-10
11.0,5.0,0.027894920998067646,0.09258812953136095,0.5585368220172066,0.06495740277673723,0.24683809257633066,0.008691495807093445,0.023957012826701683,0.004431044464569346
26.0,5.0,0.21497872964040193,0.0,0.7379550350719047,0.0,0.2596531962519894,0.0,0.002383570021931861,8.198654173685487e-6
61.0,5.0,0.0035778010561064257,0.0,0.41687783410412194,0.0509691681248297,0.44933166247262585,0.015545006137477887,0.06582801138609765,0.0014483177748468967
76.0,5.0,0.020965975783306313,0.0,0.48165300207236467,0.0,0.46554511357756334,0.0,0.05268528131026444,0.0001166030398077796
101.0,5.0,0.007502395963778064,0.0,0.9443933574300295,0.0,0.009473563224070242,0.0,7.95893503926556e-6,0.046125120410860775
1.0,10.0,0.031229141213112828,0.16568249921894798,0.7125155213475852,0.04502395931988232,0.07557115890566213,0.00021761665773128248,0.0007979480825721729,0.0001912964676188745
6.0,10.0,0.8604861181139322,0.0,0.9819511062925612,0.0,0.01802099533781373,0.0,2.7894667663182703e-5,3.7019613038988305e-9
11.0,10.0,0.010742354379381234,0.052921489272841814,0.8148957684595124,0.019317124249719347,0.10160208808571781,0.0013010703763275766,0.007840308025451536,0.0021221515304292865
26.0,10.0,0.09388140119431783,0.0,0.9197435769163036,0.0,0.07951989987923516,0.0,0.0007326394726254708,3.883731835364876e-6
61.0,10.0,0.0003160492881376168,0.0,0.7856866761901989,0.010855397086066972,0.19665707332043897,0.0006936579829044585,0.005721768549199086,0.0003854268711915052
76.0,10.0,0.0026520490681544197,0.0,0.827250162941057,0.0,0.16930418371011371,0.0,0.0034200993544278857,2.5553994401542125e-5
101.0,10.0,0.0006928867429635812,0.0,0.9813600146503072,0.0,0.016494409121243298,0.0,2.3685325141609228e-5,0.00212189090330719
1.0,30.0,0.0009808941040290568,0.005097916870880861,0.9678159144819283,0.0016457889806477555,0.02532013292055355,4.324513741965103e-6,0.00010646259646236603,9.459635783855398e-6
6.0,30.0,0.9771027678735521,0.0,0.9801456788821781,0.0,0.0198210207745089,0.0,3.3250847927363043e-5,4.949538339124038e-8
11.0,30.0,0.0003182860627393073,0.0017683418573225351,0.9746041229935454,0.0005716615685709166,0.022134284915263824,2.012141794455488e-6,0.0007920622919733919,0.00012751423152733703
26.0,30.0,0.021375387135401182,0.0,0.9798664773187722,0.0,0.020074722371349437,0.0,5.488979601076176e-5,3.910513865648494e-6
61.0,30.0,9.179988277862064e-7,0.0,0.9782138058241209,1.0551889956478841e-5,0.021513704380936485,8.933625808285447e-8,0.00010887473361574438,0.0001529738351106845
76.0,30.0,0.00016890086833185625,0.0,0.9789677849163316,0.0,0.020957484249685014,0.0,5.357937277771345e-5,2.115146120391465e-5
101.0,30.0,5.284595711672406e-5,0.0,0.9801055906979886,0.0,0.019806360335511048,0.0,3.318643955565306e-5,5.486252694223702e-5
1.0,100.0,4.969857640320439e-9,2.582743108464216e-8,0.9800620319498798,8.380610627021492e-9,0.01983598491179395,4.169847375018672e-8,9.471448116099164e-5,7.192750642972984e-6
6.0,100.0,0.9799510767349565,0.0,0.9801282800760341,0.0,0.01983710489913953,0.0,3.4374634102452925e-5,2.403907157056147e-7
11.0,100.0,1.6127721374503785e-9,8.961572397600912e-9,0.9792897189064941,2.908794088093935e-9,0.01982244980514008,3.6184902048989127e-7,0.0007866677193539994,0.00010078984961702287
26.0,100.0,0.019833936004031237,0.0,0.9801024466194599,0.0,0.019836671730880353,0.0,5.6764245488248016e-5,4.1174041638307976e-6
61.0,100.0,6.580670863998331e-8,0.0,0.9799111953964219,2.470372219432487e-16,0.019832934026476786,5.70994662398052e-8,0.00010547246619373277,0.00015034101143367436
76.0,100.0,0.00016647853795570788,0.0,0.9800892669376929,0.0,0.01983638840900613,0.0,5.3018135649849846e-5,2.132651764365251e-5
101.0,100.0,4.8436333710416066e-5,0.0,0.9800745972587133,0.0,0.01983601824578186,0.0,3.433808374068048e-5,5.504641175605326e-5
