s,t,pr_s1,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11
1.0,1.0,0.06173980226116555,0.6767231299252279,0.2315883757657236,0.0,0.0732768700747721,0.018411624234276405,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,0.07628481389425881,0.0,0.6075445770711233,0.3440194028127987,0.0,0.048326960880214494,0.00010905923586352636,0.0,0.0,0.0,0.0,0.0
11.0,1.0,0.1910252661414022,0.0,0.0,0.9996830807422419,0.0,0.0,0.0003169192577582735,0.0,0.0,0.0,0.0,0.0
16.0,1.0,0.05422913241092773,0.0,0.0,0.0,0.523243586445433,0.4142564860752441,0.0,0.034882865784618126,0.027617061694704646,0.0,0.0,0.0
36.0,1.0,0.08634046462579992,0.0,0.0,0.12364779461534606,0.0,0.46875003969406404,0.37567649292600674,0.0,0.03124996030593595,0.0,0.0006757124586471985,0.0
66.0,1.0,0.13805186692097407,0.0,0.0,0.24729560040874943,0.0,0.0,0.7513529917893272,0.0,0.0,0.0,0.0013514078019233398,0.0
96.0,1.0,0.09408026052587438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
111.0,1.0,0.0962606383636946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
136.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151.0,1.0,0.04607040641325449,0.0024146949475931335,0.0,0.03569802069445032,0.0,0.0,0.39111507292175896,0.0,0.0,0.0,0.5047473502852289,0.06602486115096871
176.0,1.0,0.06500825753355736,0.0,0.0,0.35093402828183773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6490659717181623
1.0,3.0,0.028217879777737417,0.30805813982655117,0.28673757999000665,0.19237134555462176,0.09038881375896696,0.08511364376643729,0.025273897989543256,0.005956988466672497,0.006035173684400495,0.0,6.357675754514681e-5,8.402052548509557e-7
6.0,3.0,0.04656878132271471,2.2016143290762252e-9,0.2245558265067853,0.6963608502500311,0.0,0.04256777472069948,0.033510724786796176,0.0,0.0029019312830816583,0.0,0.00010066372810425132,2.2265228875705596e-6
11.0,3.0,0.36931281764422685,3.750143349005577e-12,0.0,0.9992549090436779,0.0,0.0,0.0007436828788376037,0.0,0.0,0.0,1.3767907404233439e-6,3.1282994009597764e-8
16.0,3.0,0.019044288147886262,1.1535034146152613e-7,0.0,0.1304361121040628,0.11878768760841929,0.3662402463360892,0.24321743193612294,0.05961352574848253,0.08126198338122868,0.0,0.00043298911469733317,9.908420555701397e-6
36.0,3.0,0.05457591709421797,1.6182710949256465e-7,2.0980273531121525e-8,0.4141688770681221,6.767762906235476e-9,0.10625104847976198,0.4247889300074695,0.0,0.052981774019614576,0.0,0.0017037072955501055,0.00010547355433575885
66.0,3.0,0.14700289634561853,2.3833038116688412e-7,4.200628776026567e-8,0.5724806898282941,1.3550280729699447e-8,3.339703736464609e-9,0.42521603871374974,0.0,0.0,0.0,0.0021312173242948296,0.00017175690700795362
96.0,3.0,0.09687062407327897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
111.0,3.0,0.10392602076441092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0
136.0,3.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
