s,t,pr_s1,q1,q2,q3,q4,q5,q6,q7
1.0,1.0,0.08163757172198446,0.5714630020538912,0.12815187255265797,0.25164883885698525,0.048736286536465605,0.0,0.0,0.0
6.0,1.0,0.1218224287842292,0.0,0.7246051289369464,0.0,0.2753948710630536,0.0,0.0,0.0
11.0,1.0,0.12523255195037095,0.0,0.0,0.6249790247956112,0.1883444682556833,0.14502574747979646,0.041650759468909074,0.0
31.0,1.0,0.19020275822763197,0.0,0.0,0.0,0.8189436817382214,0.0,0.18105631826177856,0.0
61.0,1.0,0.16357510678282808,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76.0,1.0,0.1746724396758125,0.0,0.0,0.0,0.0,0.0,1.0,0.0
101.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,3.0,0.026687946454907963,0.18681562518435574,0.1623884646277839,0.26503746552938556,0.2565376055280467,0.0715270964731671,0.05769374265726112,0.0
6.0,3.0,0.07758573293497387,0.0,0.3807116659170332,0.0,0.5017818192797961,0.0,0.11750651480317072,0.0
11.0,3.0,0.07261257655029253,0.0,0.0,0.24325057032266215,0.29686515313299894,0.2921977384739798,0.1676865380703592,0.0
31.0,3.0,0.22917409797851268,0.0,0.0,0.0,0.549034107908747,0.0,0.45096589209125304,0.0
61.0,3.0,0.19481783356387813,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76.0,3.0,0.25626466966029204,0.0,0.0,0.0,0.0,0.0,1.0,0.0
101.0,3.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,5.0,0.008729731367802201,0.061108119574615406,0.11644894194409898,0.15533976896542057,0.3594021328997566,0.13327861509398264,0.174422421522126,0.0
6.0,5.0,0.04521884224388384,0.0,0.20008295376308788,0.0,0.5117181944887842,0.0,0.28819885174812804,0.0
11.0,5.0,0.03568454899176526,0.0,0.0,0.09445207397693621,0.2654757170817625,0.3494551696514978,0.2906170392898036,0.0
31.0,5.0,0.21493716689964731,0.0,0.0,0.0,0.36796412382722793,0.0,0.6320358761727721,0.0
61.0,5.0,0.21181911210649723,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76.0,5.0,0.34075345553326136,0.0,0.0,0.0,0.0,0.0,1.0,0.0
101.0,5.0,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
1.0,10.0,0.0005345804010273077,0.003742062807191154,0.030455024678626534,0.022981664054184545,0.2744938284256488,0.1892723460316987,0.47905507400265035,0.0
6.0,10.0,0.010074987955210123,0.0,0.040069891007844326,0.0,0.3088708457576447,0.0,0.6510592632345114,0.0
11.0,10.0,0.004545385850450302,0.0,0.0,0.008836036898967574,0.12258850693791865,0.3823670215875631,0.48620843457555085,0.0
31.0,10.0,0.12016435126494256,0.0,0.0,0.0,0.13519727773338575,0.0,0.8648027222666143,0.0
61.0,10.0,0.22451990965989457,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76.0,10.0,0.4973036420113325,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
101.0,10.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,30.0,7.522916817439928e-9,5.2660417722079494e-8,5.400416647458069e-5,2.3375996894331408e-6,0.010442775733708921,0.19781443517740135,0.7916863946623081,0.0
6.0,30.0,1.692325748758593e-5,0.0,6.445863593852081e-5,0.0,0.011160979880936475,0.0,0.9887745614831253,0.0
11.0,30.0,4.294141294618141e-7,0.0,0.0,6.682992167995575e-7,0.0023770393125586635,0.3857607422898383,0.6118615500983863,0.0
31.0,30.0,0.003776214902343538,0.0,0.0,0.0,0.002452709389200707,0.0,0.9975472906107993,0.0
61.0,30.0,0.22622502535246283,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0
76.0,30.0,0.627124256693517,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
101.0,30.0,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
1.0,100.0,7.865340461964524e-26,5.505738323375166e-25,9.024092092674096e-15,6.3243879539847094e-21,6.220024351436535e-8,0.19781526058270296,0.8021846772170446,0.0
6.0,100.0,2.8266156082961695e-15,0.0,1.0762217165399093e-14,0.0,6.630370505321396e-8,0.0,0.9999999336962845,0.0
11.0,100.0,1.2607416248929379e-21,0.0,0.0,2.5008034202658557e-21,1.899617427348035e-9,0.38576099888878046,0.6142389992116022,0.0
31.0,100.0,1.8909043822025482e-8,0.0,0.0,0.0,1.9597407592510204e-9,0.0,0.9999999980402592,0.0
61.0,100.0,0.22622517992449762,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76.0,100.0,0.6309176583093128,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
101.0,100.0,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
