baseline a50g0s30: dist=0.09974882257318463
baseline a60g0s30: dist=0.022206313969497238
nopredexitbundling a70g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.8, 0.6, 5.0, 1.0]
nopredexitbundling a80g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.8, 0.6, 5.0, 1.0]
nopredexitbundling a90g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.8, 0.6, 5.0, 1.0]
nopredexitbundling a100g0s100: state=[2, 2, 1, 0, 0, 0],  prices=[0.8, 0.6, 5.0, 1.0]
nopredentrypricing a60g0s30: state=[1, 1, 1, 0, 1, 0],  prices=[-1.2, -1.8, 25.0, 1.0]
nopredentrypricing a70g0s30: state=[1, 1, 1, 0, 1, 0],  prices=[-1.3, -1.8, 25.0, 1.0]
nopredentrypricing a90g0s30: state=[1, 1, 1, 0, 1, 0],  prices=[-1.3, -1.8, 25.0, 1.0]
nopredentrypricing a100g0s30: state=[1, 1, 1, 0, 1, 0],  prices=[-1.3, -1.8, 25.0, 1.0]
nopredentrypricing a20g0s40: state=[1, 1, 1, 0, 1, 0],  prices=[-1.0, -1.2, 25.0, 1.0]
nopredentrypricing a30g0s40: state=[1, 1, 1, 0, 1, 0],  prices=[-1.0, -1.3, 25.0, 1.0]
nopredentrypricing a50g0s40: state=[2, 2, 1, 0, 1, 0],  prices=[-0.6, -0.9, 25.0, 1.0]
nopredentrypricing a80g0s40: state=[1, 1, 1, 0, 1, 0],  prices=[-1.1, -1.3, 25.0, 1.0]
nopredentrypricing a60g0s50: state=[2, 2, 1, 0, 1, 0],  prices=[-0.3, -0.6, 25.0, 1.0]
nopredentrypricing a80g0s50: state=[2, 2, 1, 0, 1, 0],  prices=[-0.1, -0.4, 25.0, 1.0]
nopredentrypricing a70g0s60: state=[2, 2, 1, 0, 1, 0],  prices=[-0.1, -0.3, 25.0, 1.0]
nopredentrypricing a40g0s70: iter=421
nopredentrypricing a70g0s70: state=[3, 3, 1, 0, 1, 0],  prices=[0.2, -0.1, 25.0, 1.0]
nopredentrypricing a0g0s80: state=[1, 1, 1, 0, 0, 0],  prices=[0.2, 0.2, 5.0, 1.0]
nopredentrypricing a10g0s80: state=[5, 5, 1, 0, 0, 0],  prices=[0.2, 0.2, 5.0, 1.0]
nopredentrypricing a20g0s80: iter=509
nopredentrypricing a0g0s90: state=[1, 1, 1, 0, 0, 0],  prices=[0.1, 0.2, 5.0, 1.0]
nopredentrypricing a10g0s90: state=[5, 5, 1, 0, 0, 0],  prices=[0.2, 0.2, 5.0, 1.0]
nopredentrypricing a20g0s90: dist=0.5827569606593315
nopredentrypricing a30g0s90: dist=2.539689889500682
nopredentrypricing a40g0s90: state=[5, 5, 1, 0, 0, 0],  prices=[0.5, 0.4, 5.0, 1.0]
nopredentrypricing a50g0s90: iter=410
nopredentrypricing a60g0s90: iter=640
nopredentrypricing a70g0s90: iter=442
nopredentrypricing a0g0s100: state=[1, 1, 1, 0, 0, 0],  prices=[0.1, 0.2, 5.0, 1.0]
nopredentrypricing a10g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.2, 0.2, 5.0, 1.0]
nopredentrypricing a20g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.3, 0.3, 5.0, 1.0]
nopredentrypricing a30g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.4, 0.3, 5.0, 1.0]
nopredentrypricing a40g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.5, 0.4, 5.0, 1.0]
nopredentrypricing a50g0s100: dist=4.33049056887014
nopredentrypricing a60g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.7, 0.6, 5.0, 1.0]
nopredentrypricing a70g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.8, 0.6, 5.0, 1.0]
nopredentrypricing a80g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.8, 0.6, 5.0, 1.0]
nopredentrypricing a90g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.8, 0.6, 5.0, 1.0]
nopredentrypricing a100g0s100: state=[2, 2, 1, 0, 0, 0],  prices=[0.8, 0.6, 5.0, 1.0]
nopredentrybundling a0g0s80: state=[1, 1, 1, 0, 0, 0],  prices=[0.2, 0.2, 5.0, 1.0]
nopredentrybundling a10g0s80: state=[5, 5, 1, 0, 0, 0],  prices=[0.2, 0.2, 5.0, 1.0]
nopredentrybundling a0g0s90: state=[1, 1, 1, 0, 0, 0],  prices=[0.1, 0.2, 5.0, 1.0]
nopredentrybundling a10g0s90: state=[5, 5, 1, 0, 0, 0],  prices=[0.2, 0.2, 5.0, 1.0]
nopredentrybundling a20g0s90: state=[5, 5, 1, 0, 0, 0],  prices=[0.3, 0.3, 5.0, 1.0]
nopredentrybundling a30g0s90: state=[5, 5, 1, 0, 0, 0],  prices=[0.4, 0.4, 5.0, 1.0]
nopredentrybundling a40g0s90: state=[5, 5, 1, 0, 0, 0],  prices=[0.5, 0.4, 5.0, 1.0]
nopredentrybundling a60g0s90: iter=695
nopredentrybundling a70g0s90: iter=484
nopredentrybundling a0g0s100: state=[1, 1, 1, 0, 0, 0],  prices=[0.1, 0.2, 5.0, 1.0]
nopredentrybundling a10g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.2, 0.2, 5.0, 1.0]
nopredentrybundling a20g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.3, 0.3, 5.0, 1.0]
nopredentrybundling a30g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.4, 0.3, 5.0, 1.0]
nopredentrybundling a40g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.5, 0.4, 5.0, 1.0]
nopredentrybundling a50g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.6, 0.5, 5.0, 1.0]
nopredentrybundling a60g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.7, 0.6, 5.0, 1.0]
nopredentrybundling a70g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.8, 0.6, 5.0, 1.0]
nopredentrybundling a80g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.8, 0.6, 5.0, 1.0]
nopredentrybundling a90g0s100: state=[5, 5, 1, 0, 0, 0],  prices=[0.8, 0.6, 5.0, 1.0]
nopredentrybundling a100g0s100: state=[2, 2, 1, 0, 0, 0],  prices=[0.8, 0.6, 5.0, 1.0]
