s,t,pr_s1,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11
1.0,1.0,0.07335922525487938,0.7662864897790971,0.17078844131466114,0.0,0.05350910956293307,0.009415959343308616,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,0.09342911426773283,0.0,0.813183462423857,0.14198370651859527,0.0,0.04483062511488692,2.2059426609036856e-6,0.0,0.0,0.0,0.0,0.0
11.0,1.0,0.18062474728360842,0.0,0.0,0.9999844636674052,0.0,0.0,1.5536332594795985e-5,0.0,0.0,0.0,0.0,0.0
16.0,1.0,0.06468953535598243,0.036300712131582355,0.014939572457828976,0.0,0.6580757793528738,0.22818421002430456,0.0,0.04629156631380956,0.01620815971960076,0.0,0.0,0.0
36.0,1.0,0.06567019825718821,0.0,0.028808780748714256,0.12488278842726896,0.0,0.43994138634657043,0.374982681872461,0.0,0.031249832904715377,0.0,0.00013452970027010773,0.0
66.0,1.0,0.14425827815204137,0.0,0.0,0.24976557149438536,0.0,0.0,0.7499653590814952,0.0,0.0,0.0,0.0002690694241195843,0.0
96.0,1.0,0.09511741511943722,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
111.0,1.0,0.09522345387493783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
136.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151.0,1.0,0.04492678435725253,0.004364275892993658,0.0,0.018073460915089493,0.0,0.0,0.46187527644324344,0.0,0.0,0.0,0.49379102880538817,0.02189595794328526
176.0,1.0,0.051792157167848824,0.0,0.0,0.4521822290969482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5478177709030518
1.0,3.0,0.04668391992274768,0.4552625961288802,0.31791835049160844,0.06854630153678662,0.08308426611483374,0.0535618841105128,0.015072154330094907,0.004078522928628606,0.0024676526014398353,0.0,8.24135803046404e-6,3.0399184349089256e-8
6.0,3.0,0.08536422134621893,1.3119119152777503e-10,0.5386128952845162,0.368392206808647,0.0,0.05656625456115366,0.03415553272085999,0.0,0.002252073093810682,0.0,2.0890537905236895e-5,1.4686191608390136e-7
11.0,3.0,0.3333888236613227,9.022730701827061e-14,0.0,0.99996363639128,0.0,0.0,3.63505957285646e-5,0.0,0.0,0.0,1.2911099198034684e-8,1.018022145639331e-10
16.0,3.0,0.035879579338152084,0.05362551279290407,0.04606692351312161,0.08495522774166274,0.31116778955465374,0.20806651735585469,0.14929746488285817,0.09866796169872386,0.04805915369415932,0.0,9.270877148044396e-5,7.399945814058491e-7
36.0,3.0,0.03688336895089331,5.141297732138335e-8,0.034957259377003884,0.41844287585177936,2.0140642188972088e-9,0.0873633230682609,0.40781869859952674,0.0,0.05107447768248938,0.0,0.0003365899634249569,6.722030473486507e-6
66.0,3.0,0.1427999891796392,9.994665687256666e-8,1.2841321368884978e-8,0.5775389854447961,4.017340270847701e-9,7.078357305725494e-10,0.42204769411015247,0.0,0.0,0.0,0.000402640137291719,1.0562794605766873e-5
96.0,3.0,0.10025033511827823,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0
111.0,3.0,0.10035062492265875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0
136.0,3.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151.0,3.0,0.011231200506284851,0.00463485873752463,0.0014509933008367013,0.3109204882397021,0.00042331101878091514,0.00015907865620857993,0.5423554669491386,7.201673707924777e-6,3.517077346741142e-6,0.0,0.12268211916540683,0.01736296518134701
176.0,3.0,0.016258846144713405,0.0,0.0,0.8385173382598969,0.0,0.0,1.651878767161636e-5,0.0,0.0,0.0,2.7244945473476083e-9,0.16146614022793715
1.0,5.0,0.029066170142338966,0.27142695513905396,0.3327666555064483,0.18767480327939243,0.07366732188137314,0.07048046840766542,0.04779654547849835,0.009266278853927699,0.006885802847894205,0.0,3.468082643442453e-5,4.87779312080887e-7
6.0,5.0,0.07058792992749535,2.045913504295129e-10,0.35705224564555443,0.5407550995507027,1.5007574277839796e-11,0.04340788325511721,0.05414308496079401,2.1648405781441608e-13,0.004595274863992067,0.0,4.547259578825435e-5,9.389082360043248e-7
11.0,5.0,0.4433382268614489,1.3782581321894242e-13,3.4696833895404095e-14,0.9999518621217822,1.0221968525968006e-14,3.547808687409845e-15,4.811023999653996e-5,1.4888784316626165e-16,7.271227240259136e-17,0.0,2.707145766234673e-8,5.665772134114686e-10
