alpha,sigma,market,margin,bcost,entry,exit,merger,profits,surplus,welfare,mpoly,mpolyA,mpolyB
0.2,4.0,41,-0.00857,0.4858,0.0,0.0,1.0,0.526,1.855,2.38,0.0,0.0,0.0
0.2,4.0,43,-0.0568,0.611,0.0,0.0,1.0,0.342,2.154,2.496,0.0,0.0,0.0
0.2,5.0,20,0.4055,0.3062,0.512,0.04294,0.555,1.274,0.86,2.135,0.483,0.6196,0.4875
0.2,5.0,21,0.6333,0.000707,0.1023,0.05698,1.0,1.504,0.6123,2.115,0.6196,0.795,0.6255
0.2,5.0,30,-0.1898,0.6626,0.3884,0.04468,0.09186,0.674,1.637,2.31,0.0,0.0,0.0
0.2,5.0,31,0.1835,0.2375,0.09344,1.527,1.0,1.212,0.942,2.154,0.582,0.7466,0.5874
0.2,5.0,40,-0.2087,0.6675,0.0,0.0,0.0,0.6206,1.801,2.422,0.0,0.0,0.0
0.2,5.0,41,-0.62,0.588,0.01793,1.349,1.0,0.603,1.6,2.203,0.4946,0.635,0.4993
0.2,5.0,43,-0.10345,0.664,0.0,0.0,1.0,0.2426,2.184,2.426,0.0,0.0,0.0
0.2,6.0,20,0.4612,0.2388,0.412,0.02225,0.4392,1.446,0.6675,2.113,0.8687,0.954,0.872
0.2,6.0,21,0.671,0.0003245,0.0702,0.04074,1.0,1.621,0.506,2.127,0.8774,0.964,0.881
0.2,6.0,30,-2.785,0.5054,0.2817,1.055,0.5405,0.6313,1.52,2.15,0.8086,0.888,0.812
0.2,6.0,31,0.3877,0.2308,0.065,1.535,1.0,1.437,0.719,2.156,0.8516,0.935,0.855
0.2,6.0,40,-2.236,0.6465,0.0062,0.776,0.1707,0.3643,1.883,2.246,0.632,0.694,0.6343
0.2,6.0,41,-0.3574,0.52,0.01656,1.668,1.0,0.9453,1.232,2.178,0.789,0.8667,0.792
0.2,6.0,43,-0.1328,0.685,0.0,0.0,1.0,0.1764,2.205,2.38,0.0,0.0,0.0
0.2,7.0,20,0.4983,0.2346,0.3838,0.0137,0.4314,1.494,0.6313,2.125,0.9336,0.983,0.9365
0.2,7.0,21,0.6997,0.0001805,0.05225,0.03073,1.0,1.692,0.4458,2.139,0.935,0.985,0.938
0.2,7.0,30,-3.137,0.5117,0.257,1.081,0.511,0.627,1.525,2.152,0.9067,0.955,0.9097
0.2,7.0,31,0.1273,0.2277,0.0492,1.534,0.9985,1.396,0.7637,2.16,0.921,0.9697,0.924
0.2,7.0,40,-2.79,0.637,0.00246,0.906,0.0226,0.3208,1.908,2.229,0.8794,0.9263,0.8823
0.2,7.0,41,-2.613,0.4695,0.0234,1.808,0.969,0.11743,2.049,2.166,0.9194,0.9683,0.9224
0.2,7.0,43,-2.977,0.4158,0.03174,1.327,1.0,0.01573,2.146,2.162,0.93,0.9795,0.933
0.3,1.0,20,0.375,0.0,1.353,0.0,0.0,1.534,1.737,3.271,0.0,0.0,0.0
0.3,1.0,21,0.3667,0.0,1.201,0.4868,1.0,1.211,1.816,3.027,0.0,0.0,0.0
0.3,1.0,30,0.4028,0.0,0.6733,0.0,0.0,1.571,1.843,3.414,0.0,0.0,0.0
0.3,1.0,31,0.3706,0.0,0.6,0.896,1.0,1.219,1.94,3.158,0.0,0.0,0.0
0.3,1.0,40,0.4028,0.0,0.0,0.0,0.0,1.62,1.926,3.547,0.0,0.0,0.0
0.3,1.0,41,0.3271,0.0,0.0,0.0,1.0,1.259,2.033,3.291,0.0,0.0,0.0
0.3,1.0,43,0.3477,0.0,0.0,0.0,1.0,1.193,2.383,3.576,0.0,0.0,0.0
0.3,2.0,20,0.2498,0.3557,1.085,0.0125,0.06207,1.163,1.474,2.637,0.0,0.0,0.0
0.3,2.0,21,0.4143,0.00709,0.753,0.3313,1.0,1.033,1.491,2.523,0.0,0.0,0.0
0.3,2.0,30,0.0701,0.2607,0.5557,0.0,0.0,1.154,1.619,2.773,0.0,0.0,0.0
0.3,2.0,31,0.1893,0.2402,0.4143,1.0205,1.0,0.911,1.728,2.639,0.0,0.0,0.0
0.3,2.0,40,0.0701,0.2607,0.0,0.0,0.0,1.181,1.709,2.889,0.0,0.0,0.0
0.3,2.0,41,0.0913,0.2505,0.0,0.0,1.0,0.8975,1.854,2.75,0.0,0.0,0.0
0.3,2.0,43,0.09845,0.2272,0.0,0.0,1.0,0.7554,2.223,2.979,0.0,0.0,0.0
0.3,3.0,20,0.2837,0.3757,0.84,0.04248,0.2861,1.03,1.419,2.45,0.0,0.0,0.0
0.3,3.0,21,0.514,0.006233,0.4722,0.2146,1.0,1.0625,1.336,2.398,0.0,0.0,0.0
0.3,3.0,30,-0.142,0.587,0.4944,0.02539,0.03787,0.9277,1.681,2.607,0.0,0.0,0.0
0.3,3.0,31,0.182,0.279,0.318,1.079,1.0,0.7617,1.751,2.512,0.0,0.0,0.0
0.3,3.0,40,-0.1227,0.569,0.0,0.0,0.0,0.9375,1.781,2.719,0.0,0.0,0.0
0.3,3.0,41,-0.01634,0.4792,0.0,0.0,1.0,0.6646,1.94,2.605,0.0,0.0,0.0
0.3,3.0,43,-0.04843,0.545,0.0,0.0,1.0,0.4634,2.295,2.758,0.0,0.0,0.0
0.3,4.0,20,0.3564,0.3293,0.6104,0.04483,0.4246,1.067,1.293,2.361,0.0,0.0,0.0
0.3,4.0,21,0.5957,0.002275,0.2847,0.134,1.0,1.211,1.133,2.344,0.0,0.0,0.0
0.3,4.0,30,-0.3403,0.6353,0.4255,0.1205,0.1692,0.739,1.775,2.514,0.0,0.0,0.0
0.3,4.0,31,0.2563,0.2462,0.2308,1.17,1.0,0.769,1.687,2.455,0.0,0.0,0.0
0.3,4.0,40,-0.2563,0.6274,0.0,0.0,0.0,0.738,1.893,2.63,0.0,0.0,0.0
0.3,4.0,41,-0.068,0.4858,0.0,0.0,1.0,0.4875,2.043,2.531,0.0,0.0,0.0
0.3,4.0,43,-0.1265,0.62,0.0,0.0,1.0,0.2996,2.344,2.645,0.0,0.0,0.0
0.3,5.0,20,0.4539,0.2413,0.4348,0.03065,0.451,1.518,0.7476,2.266,0.778,0.9116,0.782
0.3,5.0,21,0.666,0.000492,0.08673,0.0494,1.0,1.682,0.598,2.28,0.7896,0.9253,0.794
0.3,5.0,30,-2.89,0.5195,0.303,1.013,0.5547,0.629,1.687,2.316,0.6924,0.811,0.6963
0.3,5.0,31,0.2656,0.2336,0.0798,1.534,1.0,1.423,0.893,2.316,0.7544,0.884,0.759
0.3,5.0,40,-2.25,0.68,0.0091,0.664,0.2037,0.411,2.02,2.43,0.504,0.5903,0.5063
0.3,5.0,41,-0.4856,0.551,0.01733,1.543,1.0,0.893,1.454,2.348,0.6895,0.808,0.6934
0.3,5.0,43,-0.1705,0.7617,0.0,0.0,1.0,0.2004,2.375,2.576,0.0,0.0,0.0
0.3,6.0,20,0.504,0.2344,0.4226,0.0172,0.4377,1.598,0.6846,2.281,0.9155,0.9814,0.9185
0.3,6.0,21,0.704,0.0002385,0.06082,0.0356,1.0,1.785,0.5093,2.295,0.9165,0.983,0.9194
0.3,6.0,30,-3.533,0.505,0.2832,1.075,0.525,0.63,1.684,2.314,0.887,0.951,0.89
0.3,6.0,31,0.07574,0.2288,0.057,1.535,0.9985,1.458,0.8633,2.32,0.9004,0.9653,0.9033
0.3,6.0,40,-3.268,0.6436,0.00273,0.896,0.03693,0.365,2.03,2.393,0.8657,0.928,0.8687
0.3,6.0,41,-2.84,0.4805,0.02835,1.744,0.9614,0.1103,2.217,2.328,0.8994,0.9644,0.9023
0.3,6.0,43,-3.168,0.418,0.0369,1.302,1.0,0.01869,2.305,2.322,0.911,0.9766,0.914
0.3,7.0,20,0.5444,0.232,0.3755,0.00998,0.4248,1.634,0.661,2.295,0.6284,0.9795,0.6304
0.3,7.0,21,0.7334,0.0001415,0.04587,0.02705,1.0,1.854,0.4526,2.307,0.948,0.9873,0.951
0.3,7.0,30,-3.766,0.5195,0.2427,1.073,0.4885,0.625,1.695,2.32,0.6543,0.9614,0.6562
0.3,7.0,31,0.10596,0.2269,0.04294,1.533,0.9985,1.539,0.7886,2.328,0.9365,0.9756,0.9395
0.3,7.0,40,-3.236,0.6377,0.001695,0.9116,0.0,0.3,2.102,2.402,0.0,0.9272,0.0
0.3,7.0,41,-2.898,0.4631,0.01984,1.854,0.9756,0.1451,2.188,2.332,0.924,0.974,0.9272
0.3,7.0,43,-3.303,0.4158,0.0279,1.327,1.0,0.01541,2.314,2.33,0.9434,0.9824,0.947
0.4,1.0,20,0.354,0.0,1.373,0.0,0.0,1.582,1.846,3.428,0.0,0.0,0.0
0.4,1.0,21,0.3586,0.0,1.202,0.487,1.0,1.254,1.928,3.182,0.0,0.0,0.0
0.4,1.0,30,0.3489,0.0,0.6733,0.0,0.0,1.613,1.959,3.572,0.0,0.0,0.0
0.4,1.0,31,0.3289,0.0,0.587,0.9053,1.0,1.251,2.064,3.316,0.0,0.0,0.0
0.4,1.0,40,0.3489,0.0,0.0,0.0,0.0,1.662,2.043,3.705,0.0,0.0,0.0
0.4,1.0,41,0.2844,0.0,0.0,0.0,1.0,1.289,2.158,3.447,0.0,0.0,0.0
0.4,1.0,43,0.3066,0.0,0.0,0.0,1.0,1.221,2.531,3.752,0.0,0.0,0.0
0.4,2.0,20,0.2351,0.3918,1.082,0.01917,0.0975,1.194,1.612,2.807,0.0,0.0,0.0
0.4,2.0,21,0.4253,0.00953,0.7246,0.3193,1.0,1.083,1.611,2.695,0.0,0.0,0.0
