alpha,sigma,market,margin,bcost,entry,exit,merger,profits,surplus,welfare,mpoly
0.5,4.0,31,-8.03,0.657,0.091,0.742,0.9927,1.028,1.687,2.715,0.711
0.5,4.0,40,-6.016,0.7544,0.0081,0.943,0.689,0.3713,2.389,2.76,0.6997
0.5,4.0,41,-9.04,0.875,0.01625,1.06,0.9897,0.3274,2.408,2.734,0.7036
0.5,4.0,43,-4.188,0.8774,0.01688,1.2295,1.0,0.07367,2.676,2.75,0.7134
0.5,5.0,20,0.565,0.2319,0.374,0.01756,0.5137,1.961,0.697,2.658,0.9077
0.5,5.0,21,0.7534,0.003902,0.06366,0.01289,1.0,2.086,0.6045,2.691,0.9077
0.5,5.0,30,-6.17,0.639,0.2307,0.906,0.5786,0.57,2.125,2.695,0.885
0.5,5.0,31,-9.41,0.6406,0.1339,0.775,0.981,0.742,1.981,2.723,0.888
0.5,5.0,40,-7.1,0.6665,0.03473,1.135,0.787,0.2964,2.447,2.744,0.8857
0.5,5.0,41,-9.79,0.6904,0.06476,1.096,0.8696,0.1282,2.596,2.723,0.887
0.5,5.0,43,-4.375,0.625,0.0233,1.523,1.0,0.0463,2.7,2.746,0.8896
0.5,6.0,20,0.588,0.2323,0.3657,0.0187,0.5063,2.06,0.6167,2.676,0.956
0.5,6.0,21,0.77,0.00577,0.04614,0.01109,1.0,2.182,0.526,2.707,0.956
0.5,6.0,30,-6.65,0.4856,0.191,0.9214,0.5684,0.5938,2.105,2.7,0.9556
0.5,6.0,31,-7.137,0.637,0.04276,0.7583,0.995,1.222,1.504,2.725,0.9556
0.5,6.0,40,-8.01,0.625,0.0084,1.19,0.846,0.384,2.363,2.746,0.9556
0.5,6.0,41,-8.63,0.7627,0.013214,1.356,0.997,0.643,2.088,2.732,0.9556
0.5,6.0,43,-4.99,0.645,0.01356,1.653,1.0,0.03516,2.709,2.744,0.9556
0.5,7.0,20,0.6606,0.2402,0.2255,0.01756,0.4976,2.135,0.5537,2.69,0.971
0.5,7.0,21,0.8066,0.004784,0.03522,0.009125,1.0,2.25,0.4705,2.72,0.971
0.5,7.0,30,-6.395,0.584,0.1576,0.52,0.6987,0.807,1.892,2.7,0.971
0.5,7.0,31,-3.395,0.6406,0.0314,0.755,1.0,2.18,0.5513,2.732,0.971
0.5,7.0,40,-8.04,0.652,0.00789,1.243,0.8735,0.4102,2.34,2.75,0.971
0.5,7.0,41,-6.86,0.76,0.01123,1.402,0.9985,0.979,1.759,2.738,0.971
0.5,7.0,43,-4.973,0.6484,0.0115,1.7295,1.0,0.02808,2.72,2.75,0.971
0.5,8.0,20,0.71,0.2322,0.2146,0.01697,0.4895,2.191,0.5103,2.701,0.98
0.5,8.0,21,0.84,0.001731,0.02676,0.007187,1.0,2.305,0.4275,2.732,0.98
0.5,8.0,30,-6.266,0.578,0.148,0.5215,0.694,0.8276,1.88,2.707,0.98
0.5,8.0,31,-2.959,0.6367,0.0239,0.7573,1.0,2.24,0.501,2.74,0.98
0.5,8.0,40,-8.055,0.595,0.006317,1.272,0.8794,0.399,2.36,2.758,0.98
0.5,8.0,41,-6.69,0.6895,0.008965,1.436,0.999,1.072,1.674,2.746,0.98
0.5,8.0,43,-4.777,0.585,0.00912,1.785,1.0,0.02287,2.732,2.756,0.98
0.5,9.0,20,0.74,0.2306,0.2094,0.0166,0.482,2.236,0.4753,2.713,0.985
0.5,9.0,21,0.86,0.001496,0.02153,0.005917,1.0,2.348,0.3928,2.74,0.985
0.5,9.0,30,-6.215,0.5796,0.1394,0.5186,0.6943,0.861,1.8545,2.715,0.985
0.5,9.0,31,-1.759,0.636,0.01889,0.7563,1.0,2.277,0.472,2.748,0.985
0.5,9.0,40,-8.49,0.594,0.005314,1.288,0.8804,0.3936,2.37,2.764,0.985
0.5,9.0,41,-7.316,0.6885,0.007454,1.454,0.999,0.9893,1.764,2.752,0.985
0.5,9.0,43,-4.832,0.5874,0.00755,1.822,1.0,0.01936,2.742,2.762,0.985
0.6,1.0,20,0.2786,0.05344,1.413,0.0,0.0,1.69,2.14,3.832,0.0
0.6,1.0,21,-0.0653,0.424,1.288,0.0,1.0,1.507,2.252,3.76,0.0
0.6,1.0,30,0.1719,0.2964,0.6733,0.0,0.0,1.704,2.28,3.982,0.0
0.6,1.0,31,-0.528,0.9106,0.54,0.0,1.0,1.525,2.395,3.92,0.0
0.6,1.0,40,0.1719,0.2964,0.0,0.0,0.0,1.753,2.361,4.113,0.0
0.6,1.0,41,-0.4238,0.854,0.0,0.0,1.0,1.551,2.498,4.047,0.0
0.6,1.0,43,0.1826,0.252,0.0,0.0,1.0,1.261,2.93,4.19,0.0
0.6,2.0,20,0.1844,0.4285,1.038,0.0,0.2008,1.252,1.977,3.229,0.0
0.6,2.0,21,0.2482,0.2058,0.748,0.0,1.0,1.23,1.97,3.2,0.0
0.6,2.0,30,-0.4236,0.6914,0.545,0.0,0.1236,1.111,2.271,3.383,0.0
0.6,2.0,31,-1.139,1.0,0.3687,0.0,1.0,0.989,2.36,3.348,0.0
0.6,2.0,40,-0.374,0.658,0.0,0.0,0.0,1.161,2.344,3.506,0.0
0.6,2.0,41,-0.9033,1.0,0.0,0.0,1.0,0.968,2.496,3.463,0.0
0.6,2.0,43,-0.1764,0.6343,0.0,0.0,1.0,0.6147,2.959,3.574,0.0
0.6,3.0,20,0.3394,0.3657,0.643,1.943e-5,0.4727,1.287,1.738,3.025,0.0
0.6,3.0,21,0.4749,0.0871,0.3645,7.86e-5,1.0,1.412,1.617,3.03,0.0
0.6,3.0,30,-0.921,0.9805,0.4722,0.0,0.2388,0.7646,2.436,3.2,0.0
0.6,3.0,31,-3.803,0.989,0.2776,0.01196,0.99,0.6143,2.564,3.178,0.0
0.6,3.0,40,-0.65,0.944,0.0,0.0,0.0,0.8037,2.514,3.318,0.0
0.6,3.0,41,-2.389,0.9785,0.00767,0.2769,0.978,0.425,2.828,3.254,0.0
0.6,3.0,43,-1.357,0.868,0.0818,0.553,1.0,0.249,2.95,3.2,0.0
0.6,4.0,20,0.5205,0.2383,0.3984,0.01575,0.522,2.055,0.832,2.887,0.83
0.6,4.0,21,0.7266,0.008514,0.0842,0.01336,1.0,2.186,0.7354,2.92,0.8306
0.6,4.0,30,-6.758,0.6465,0.2357,0.864,0.6,0.5767,2.36,2.936,0.8037
0.6,4.0,31,-9.18,0.6455,0.07916,0.751,0.9927,1.027,1.937,2.963,0.8076
0.6,4.0,40,-7.156,0.683,0.008125,1.001,0.739,0.3755,2.625,3.0,0.8027
0.6,4.0,41,-9.56,0.723,0.01634,1.149,0.9917,0.35,2.627,2.977,0.805
0.6,4.0,43,-4.496,0.7163,0.01686,1.332,1.0,0.06396,2.93,2.994,0.8096
0.6,5.0,20,0.617,0.2291,0.3904,0.01897,0.518,2.201,0.708,2.91,0.938
0.6,5.0,21,0.7944,0.003834,0.05743,0.01282,1.0,2.33,0.6147,2.943,0.938
0.6,5.0,30,-7.49,0.4895,0.2059,0.8984,0.5835,0.589,2.35,2.938,0.937
0.6,5.0,31,-8.445,0.6387,0.05295,0.7554,0.9946,1.242,1.723,2.965,0.937
0.6,5.0,40,-8.49,0.579,0.00964,1.145,0.8384,0.4011,2.59,2.99,0.937
0.6,5.0,41,-9.17,0.6914,0.01512,1.304,0.996,0.6416,2.332,2.973,0.937
0.6,5.0,43,-4.92,0.5615,0.01564,1.56,1.0,0.04364,2.945,2.988,0.937
0.6,6.0,20,0.676,0.2264,0.3857,0.01897,0.5103,2.299,0.631,2.93,0.9644
0.6,6.0,21,0.8364,0.001112,0.04037,0.0101,1.0,2.424,0.5386,2.963,0.9644
0.6,6.0,30,-7.535,0.4893,0.1844,0.9214,0.585,0.6113,2.342,2.953,0.9644
0.6,6.0,31,-7.312,0.636,0.03714,0.7573,0.996,1.444,1.534,2.979,0.9644
0.6,6.0,40,-8.68,0.555,0.00782,1.202,0.8506,0.3845,2.615,2.998,0.9644
0.6,6.0,41,-8.8,0.6353,0.01216,1.381,0.9976,0.715,2.27,2.984,0.9644
0.6,6.0,43,-4.895,0.5176,0.01244,1.681,1.0,0.0327,2.965,2.996,0.9644
0.6,7.0,20,0.7485,0.2322,0.2256,0.01765,0.501,2.377,0.567,2.943,0.9766
0.6,7.0,21,0.8623,0.002037,0.0306,0.0081,1.0,2.494,0.4824,2.977,0.9766
0.6,7.0,30,-7.305,0.5796,0.154,0.52,0.708,0.835,2.115,2.95,0.976
0.6,7.0,31,-3.342,0.638,0.02718,0.7554,1.0,2.414,0.5728,2.986,0.976
0.6,7.0,40,-8.64,0.5947,0.00709,1.253,0.876,0.418,2.586,3.004,0.976
0.6,7.0,41,-6.996,0.6904,0.010056,1.421,0.9985,1.043,1.949,2.992,0.976
0.6,7.0,43,-5.363,0.5825,0.01026,1.75,1.0,0.02623,2.977,3.004,0.976
0.6,8.0,20,0.7686,0.225,0.3813,0.01778,0.493,2.43,0.5283,2.959,0.9834
0.6,8.0,21,0.8896,0.001544,0.0232,0.00632,1.0,2.549,0.4385,2.986,0.9834
0.6,8.0,30,-7.863,0.4849,0.1622,0.947,0.5713,0.636,2.34,2.975,0.9834
0.6,8.0,31,-6.574,0.6343,0.02138,0.7573,0.997,1.494,1.504,2.998,0.9834
0.6,8.0,40,-8.91,0.5894,0.005516,1.272,0.874,0.386,2.625,3.012,0.9834
0.6,8.0,41,-7.805,0.6875,0.00795,1.447,0.9985,0.84,2.16,3.0,0.9834
0.6,8.0,43,-5.367,0.585,0.00806,1.801,1.0,0.02147,2.99,3.012,0.9834
0.6,9.0,20,0.8125,0.2289,0.2114,0.01651,0.4849,2.48,0.4866,2.967,0.9873
0.6,9.0,21,0.9097,0.0012865,0.01859,0.00516,1.0,2.592,0.4026,2.996,0.9873
0.6,9.0,30,-7.117,0.58,0.1367,0.5195,0.7046,0.8945,2.072,2.967,0.9873
0.6,9.0,31,-1.824,0.6353,0.01633,0.7573,1.0,2.514,0.4895,3.004,0.9873
0.6,9.0,40,-8.88,0.5933,0.004665,1.294,0.882,0.3997,2.617,3.018,0.9873
0.6,9.0,41,-6.637,0.6875,0.00654,1.465,0.999,1.063,1.943,3.008,0.9873
0.6,9.0,43,-5.293,0.589,0.00661,1.835,1.0,0.01822,2.998,3.016,0.9873
0.7,1.0,20,0.2173,0.493,1.43,0.0,0.0,1.748,2.342,4.09,0.0
0.7,1.0,21,0.06384,0.3696,1.275,0.0,1.0,1.561,2.45,4.01,0.0
0.7,1.0,30,0.03235,0.537,0.6733,0.0,0.0,1.747,2.498,4.246,0.0
0.7,1.0,31,-0.749,0.974,0.526,0.0,1.0,1.561,2.615,4.176,0.0
0.7,1.0,40,0.03235,0.537,0.0,0.0,0.0,1.796,2.582,4.38,0.0
0.7,1.0,41,-0.621,0.941,0.0,0.0,1.0,1.585,2.72,4.305,0.0
0.7,1.0,43,0.09204,0.2449,0.0,0.0,1.0,1.265,3.193,4.457,0.0
0.7,2.0,20,0.2177,0.4465,0.9775,0.0,0.2717,1.291,2.182,3.473,0.0
0.7,2.0,21,0.467,0.156,0.6777,0.0,1.0,1.307,2.14,3.447,0.0
0.7,2.0,30,-0.6753,0.856,0.5435,0.0,0.1335,1.06,2.584,3.645,0.0
0.7,2.0,31,-1.537,1.0,0.3594,0.0,1.0,0.938,2.668,3.605,0.0
0.7,2.0,40,-0.606,0.8374,0.0,0.0,0.0,1.112,2.654,3.768,0.0
0.7,2.0,41,-1.164,1.0,0.0,0.0,1.0,0.9106,2.81,3.723,0.0
0.7,2.0,43,-0.2998,0.8228,0.0,0.0,1.0,0.5415,3.29,3.83,0.0
0.7,3.0,20,0.4536,0.2487,0.4216,0.00992,0.5103,2.057,1.094,3.15,0.409
0.7,3.0,21,0.6685,0.01692,0.1227,0.007736,1.0,2.197,0.9844,3.182,0.4094
0.7,3.0,30,-6.81,0.67,0.2788,0.7695,0.5957,0.5933,2.629,3.223,0.386
0.7,3.0,31,-10.055,0.6665,0.1126,0.72,0.9907,1.055,2.188,3.242,0.3909
0.7,3.0,40,-6.332,0.71,0.0077,0.791,0.5234,0.4038,2.91,3.312,0.38
0.7,3.0,41,-10.53,0.7583,0.01445,0.878,0.9775,0.2915,2.988,3.28,0.3823
0.7,3.0,43,-3.89,0.7397,0.01544,1.001,1.0,0.1048,3.19,3.295,0.3926
0.7,4.0,20,0.5903,0.2303,0.4146,0.01813,0.5283,2.334,0.84,3.174,0.8945
0.7,4.0,21,0.776,0.00518,0.076,0.01441,1.0,2.467,0.742,3.209,0.8945
0.7,4.0,30,-8.375,0.4954,0.227,0.861,0.5947,0.5845,2.625,3.209,0.8936
0.7,4.0,31,-9.98,0.6436,0.0695,0.749,0.993,1.256,1.98,3.236,0.8936
0.7,4.0,40,-9.4,0.5786,0.01081,1.063,0.821,0.421,2.848,3.27,0.8936
0.7,4.0,41,-11.0,0.6943,0.01695,1.208,0.994,0.623,2.625,3.248,0.8936
0.7,4.0,43,-5.406,0.5464,0.01784,1.402,1.0,0.05807,3.21,3.268,0.8936
0.7,5.0,20,0.6787,0.2268,0.4119,0.0195,0.5225,2.475,0.725,3.201,0.951
0.7,5.0,21,0.845,0.001387,0.05002,0.011826,1.0,2.605,0.63,3.234,0.951
0.7,5.0,30,-8.58,0.4922,0.1998,0.9004,0.5947,0.601,2.627,3.229,0.9507
0.7,5.0,31,-8.93,0.6377,0.0462,0.7554,0.9946,1.298,1.957,3.256,0.9507
0.7,5.0,40,-9.8,0.558,0.009186,1.167,0.8486,0.4082,2.871,3.28,0.9507
0.7,5.0,41,-10.61,0.637,0.01407,1.339,0.9966,0.686,2.576,3.262,0.9507
0.7,5.0,43,-5.46,0.5103,0.014496,1.599,1.0,0.04028,3.238,3.277,0.9507
0.7,6.0,20,0.778,0.2323,0.2399,0.01846,0.5137,2.58,0.639,3.219,0.97
0.7,6.0,21,0.8823,0.0025,0.03638,0.009415,1.0,2.701,0.553,3.254,0.97
0.7,6.0,30,-8.39,0.5835,0.1631,0.519,0.7217,0.8423,2.385,3.227,0.97
0.7,6.0,31,-3.266,0.6406,0.03217,0.753,1.0,2.604,0.661,3.266,0.97
0.7,6.0,40,-9.84,0.596,0.00821,1.227,0.8735,0.436,2.85,3.287,0.97
0.7,6.0,41,-8.85,0.6924,0.011604,1.397,0.9985,1.087,2.186,3.271,0.97
0.7,6.0,43,-5.97,0.5796,0.01189,1.699,1.0,0.031,3.254,3.285,0.97
0.7,7.0,20,0.792,0.2277,0.4084,0.01854,0.5044,2.648,0.5884,3.238,0.9805
0.7,7.0,21,0.913,0.003227,0.02643,0.007145,1.0,2.771,0.4956,3.268,0.9805
0.7,7.0,30,-8.836,0.479,0.1849,0.94,0.5513,0.5977,2.656,3.254,0.9805
0.7,7.0,31,-9.086,0.6377,0.1229,0.7773,0.9873,1.253,2.027,3.281,0.9805
0.7,7.0,40,-10.125,0.556,0.01584,1.167,0.777,0.25,3.047,3.297,0.9805
0.7,7.0,41,-9.805,0.3364,0.01267,1.022,0.7607,0.2695,3.025,3.295,0.9805
0.7,7.0,43,-6.086,0.6523,0.02086,1.765,1.0,0.02463,3.271,3.295,0.9805
0.7,8.0,20,0.8467,0.2245,0.3718,0.01772,0.4956,2.709,0.5415,3.25,0.9854
0.7,8.0,21,0.9434,0.000826,0.02066,0.005684,1.0,2.828,0.4502,3.28,0.9854
0.7,8.0,30,-9.17,0.5703,0.1887,0.8647,0.5977,0.6367,2.611,3.248,0.9854
0.7,8.0,31,-5.09,0.634,0.10443,0.779,0.9907,2.324,0.965,3.29,0.9854
0.7,8.0,40,-10.47,0.545,0.02734,1.233,0.806,0.238,3.062,3.3,0.9854
0.7,8.0,41,-13.35,0.5947,0.05383,1.147,0.855,-0.0372,3.322,3.285,0.9854
0.7,8.0,43,-6.27,0.5327,0.02066,1.813,1.0,0.02058,3.281,3.303,0.9854
0.7,9.0,20,0.896,0.2322,0.2142,0.01643,0.4873,2.762,0.4983,3.26,0.9893
0.7,9.0,21,0.966,0.002087,0.01605,0.004494,1.0,2.875,0.413,3.287,0.9893
0.7,9.0,30,-8.18,0.583,0.1339,0.52,0.7153,0.9326,2.324,3.256,0.9893
0.7,9.0,31,-2.586,0.635,0.0141,0.758,1.0,2.785,0.51,3.295,0.9893
0.7,9.0,40,-10.055,0.645,0.004093,1.3,0.8833,0.406,2.902,3.309,0.9893
0.7,9.0,41,-7.94,0.7476,0.005726,1.474,0.999,1.143,2.156,3.299,0.9893
0.7,9.0,43,-6.062,0.6514,0.005783,1.846,1.0,0.01726,3.291,3.309,0.9893
0.8,1.0,20,0.1383,0.505,1.435,0.0,0.0,1.802,2.586,4.387,0.0
0.8,1.0,21,-0.2008,0.446,1.259,0.0,1.0,1.61,2.691,4.3,0.0
0.8,1.0,30,-0.1556,0.6094,0.6733,0.0,0.0,1.779,2.771,4.55,0.0
0.8,1.0,31,-1.025,0.991,0.5127,0.0,1.0,1.584,2.89,4.477,0.0
0.8,1.0,40,-0.1556,0.6094,0.0,0.0,0.0,1.828,2.854,4.684,0.0
0.8,1.0,41,-0.8667,0.9893,0.0,0.0,1.0,1.609,2.996,4.605,0.0
0.8,1.0,43,-0.02362,0.463,0.0,0.0,1.0,1.25,3.514,4.766,0.0
0.8,2.0,20,0.2162,0.423,0.884,1.04e-5,0.3613,1.374,2.371,3.744,0.0
0.8,2.0,21,0.345,0.145,0.582,5.424e-5,1.0,1.4375,2.29,3.727,0.0
0.8,2.0,30,-1.006,0.9556,0.542,2.5e-6,0.1348,0.9834,2.957,3.941,0.0
0.8,2.0,31,-2.531,0.997,0.3376,0.003727,0.996,0.8745,3.023,3.898,0.0
0.8,2.0,40,-0.88,0.9478,0.0,0.0,0.0,1.041,3.023,4.066,0.0
0.8,2.0,41,-3.094,0.9805,0.00969,0.02242,0.977,0.6597,3.33,3.988,0.0
0.8,2.0,43,-0.4402,0.946,0.0,0.0,1.0,0.4548,3.67,4.125,0.0
0.8,3.0,20,0.5957,0.2395,0.435,0.01268,0.529,2.402,1.068,3.473,0.6885
0.8,3.0,21,0.8237,0.01114,0.10486,0.01135,1.0,2.543,0.963,3.506,0.6885
0.8,3.0,30,-8.305,0.654,0.2622,0.8027,0.605,0.583,2.953,3.537,0.664
0.8,3.0,31,-11.55,0.653,0.0982,0.739,0.9897,1.025,2.537,3.564,0.667
0.8,3.0,40,-8.11,0.6855,0.00759,0.88,0.6567,0.3992,3.217,3.615,0.6616
0.8,3.0,41,-11.734,0.7314,0.01563,1.013,0.9854,0.3289,3.258,3.586,0.663
0.8,3.0,43,-4.234,0.7217,0.01642,1.102,1.0,0.08716,3.52,3.607,0.669
0.8,4.0,20,0.6714,0.2323,0.436,0.01942,0.533,2.646,0.859,3.506,0.921
0.8,4.0,21,0.8438,0.00649,0.06635,0.013954,1.0,2.781,0.76,3.541,0.921
0.8,4.0,30,-9.555,0.4985,0.2207,0.8643,0.603,0.594,2.945,3.54,0.9204
0.8,4.0,31,-10.734,0.644,0.0608,0.75,0.9937,1.32,2.248,3.568,0.9204
0.8,4.0,40,-10.37,0.606,0.01072,1.095,0.8364,0.4282,3.17,3.598,0.9204
0.8,4.0,41,-11.41,0.716,0.0164,1.26,0.995,0.678,2.9,3.578,0.9204
0.8,4.0,43,-5.86,0.576,0.01714,1.46,1.0,0.053,3.545,3.598,0.9204
0.8,5.0,20,0.772,0.2257,0.4375,0.01991,0.526,2.79,0.7446,3.535,0.9604
0.8,5.0,21,0.908,0.001335,0.04373,0.0108,1.0,2.922,0.6475,3.568,0.9604
0.8,5.0,30,-9.76,0.4922,0.1967,0.901,0.5967,0.611,2.95,3.56,0.9604
0.8,5.0,31,-9.38,0.638,0.04013,0.755,0.996,1.542,2.045,3.588,0.9604
0.8,5.0,40,-10.91,0.5605,0.00865,1.184,0.8564,0.413,3.197,3.611,0.9604
0.8,5.0,41,-11.02,0.637,0.01299,1.366,0.997,0.7656,2.828,3.594,0.9604
0.8,5.0,43,-6.004,0.5156,0.013336,1.63,1.0,0.03754,3.572,3.61,0.9604
0.8,6.0,20,0.8516,0.2247,0.438,0.01945,0.5166,2.89,0.665,3.557,0.9756
0.8,6.0,21,0.9536,0.00119,0.03156,0.00835,1.0,3.02,0.569,3.588,0.9756
0.8,6.0,30,-9.92,0.4895,0.181,0.919,0.589,0.624,2.953,3.576,0.9756
0.8,6.0,31,-8.97,0.6377,0.0288,0.754,0.9966,1.6045,1.999,3.604,0.9756
0.8,6.0,40,-10.984,0.5684,0.007393,1.237,0.8755,0.4202,3.201,3.621,0.9756
0.8,6.0,41,-10.13,0.6377,0.01039,1.416,0.998,0.8906,2.717,3.607,0.9756
0.8,6.0,43,-6.016,0.5254,0.01058,1.72,1.0,0.02908,3.592,3.621,0.9756
0.8,7.0,20,0.9023,0.2239,0.437,0.01843,0.507,2.969,0.604,3.572,0.9834
0.8,7.0,21,0.986,0.0008307,0.02304,0.00629,1.0,3.094,0.51,3.604,0.9834
0.8,7.0,30,-10.14,0.4788,0.1818,0.9424,0.5605,0.6055,2.984,3.59,0.9834
0.8,7.0,31,-9.66,0.6304,0.3096,0.7783,0.988,1.311,2.305,3.615,0.9834
0.8,7.0,40,-11.18,0.5107,0.01434,1.17,0.7783,0.251,3.38,3.63,0.9834
0.8,7.0,41,-0.8506,0.05515,0.03114,0.1725,0.9985,1.286,1.207,2.494,0.9834
0.8,7.0,43,-6.234,0.531,0.02016,1.783,1.0,0.02324,3.607,3.629,0.9834
0.8,8.0,20,0.97,0.2272,0.2245,0.01701,0.4978,3.035,0.5493,3.584,0.988
0.8,8.0,21,1.01,0.001256,0.01778,0.004955,1.0,3.152,0.4624,3.613,0.988
0.8,8.0,30,-9.445,0.5815,0.14,0.52,0.72,0.951,2.629,3.58,0.988
0.8,8.0,31,-2.715,0.6353,0.01556,0.757,1.0,3.047,0.5757,3.623,0.988
0.8,8.0,40,-11.336,0.593,0.004517,1.288,0.8823,0.4202,3.217,3.639,0.988
0.8,8.0,41,-9.0,0.687,0.006306,1.468,0.999,1.216,2.41,3.627,0.988
0.8,8.0,43,-6.56,0.589,0.00637,1.824,1.0,0.01933,3.617,3.637,0.988
0.8,9.0,20,1.008,0.2286,0.218,0.01634,0.4895,3.084,0.5107,3.594,0.9907
0.8,9.0,21,1.032,0.001618,0.01388,0.003914,1.0,3.2,0.4243,3.623,0.9907
0.8,9.0,30,-9.336,0.581,0.1339,0.5205,0.717,0.9707,2.617,3.588,0.9907
0.8,9.0,31,-1.89,0.634,0.012184,0.7583,1.0,3.1,0.5312,3.63,0.9907
0.8,9.0,40,-11.3,0.637,0.003584,1.304,0.8843,0.415,3.229,3.645,0.9907
0.8,9.0,41,-8.516,0.751,0.00501,1.48,0.999,1.249,2.385,3.635,0.9907
0.8,9.0,43,-6.65,0.6567,0.00505,1.855,1.0,0.01643,3.627,3.643,0.9907
0.9,1.0,20,0.04047,0.556,1.435,0.0,0.0,1.848,2.885,4.734,0.0
0.9,1.0,21,-0.3809,0.4246,1.242,0.0,1.0,1.651,2.986,4.637,0.0
0.9,1.0,30,-0.4048,0.705,0.6733,0.0,0.0,1.793,3.11,4.902,0.0
0.9,1.0,31,-1.366,0.989,0.5005,0.0,1.0,1.586,3.232,4.82,0.0
0.9,1.0,40,-0.4048,0.705,0.0,0.0,0.0,1.842,3.193,5.035,0.0
0.9,1.0,41,-1.169,0.986,0.0,0.0,1.0,1.614,3.338,4.953,0.0
0.9,1.0,43,-0.169,0.6606,0.0,0.0,1.0,1.211,3.9,5.113,0.0
0.9,2.0,20,0.1803,0.3909,0.7573,3.37e-5,0.4595,1.559,2.496,4.055,0.0
0.9,2.0,21,0.1648,0.14,0.4678,0.0001593,1.0,1.671,2.379,4.05,0.0
0.9,2.0,30,-1.507,0.9473,0.5312,0.0,0.1989,0.8857,3.395,4.28,0.0
0.9,2.0,31,-5.348,0.987,0.332,0.0151,0.987,0.6587,3.584,4.242,0.0
0.9,2.0,40,-1.192,0.931,0.0,0.0,0.0,0.948,3.457,4.406,0.0
0.9,2.0,41,-3.309,0.9507,0.03323,0.3608,0.918,0.5063,3.814,4.32,0.0
0.9,2.0,43,-1.976,0.944,0.0813,0.3928,1.0,0.323,3.977,4.3,0.0
0.9,3.0,20,0.6206,0.23,0.4514,0.01657,0.537,2.777,1.07,3.848,0.8237
0.9,3.0,21,0.8223,0.003096,0.0951,0.0145,1.0,2.918,0.965,3.883,0.8237
0.9,3.0,30,-10.34,0.503,0.2499,0.7993,0.6064,0.5913,3.3,3.893,0.8228
0.9,3.0,31,-12.04,0.6504,0.0861,0.7363,0.9917,1.3125,2.607,3.92,0.8228
0.9,3.0,40,-11.21,0.556,0.01142,0.955,0.801,0.4497,3.514,3.963,0.8228
0.9,3.0,41,-13.414,0.6465,0.01747,1.096,0.9907,0.6255,3.312,3.938,0.8228
0.9,3.0,43,-5.79,0.471,0.01889,1.194,1.0,0.0778,3.887,3.963,0.8228
0.9,4.0,20,0.754,0.2263,0.4622,0.0203,0.5376,3.006,0.882,3.887,0.939
0.9,4.0,21,0.9077,0.001813,0.05783,0.0131,1.0,3.143,0.781,3.924,0.939
0.9,4.0,30,-10.99,0.496,0.2162,0.867,0.6055,0.6016,3.318,3.92,0.9385
0.9,4.0,31,-11.625,0.6416,0.0531,0.7505,0.994,1.393,2.557,3.95,0.9385
0.9,4.0,40,-12.125,0.5615,0.010345,1.121,0.8477,0.4346,3.543,3.977,0.9385
0.9,4.0,41,-13.1,0.64,0.01551,1.302,0.9956,0.734,3.223,3.957,0.9385
0.9,4.0,43,-6.633,0.505,0.01611,1.507,1.0,0.04892,3.928,3.977,0.9385
0.9,5.0,20,0.8755,0.2253,0.4653,0.02045,0.529,3.15,0.766,3.918,0.9673
0.9,5.0,21,0.975,0.002846,0.03906,0.01006,1.0,3.285,0.667,3.951,0.9673
0.9,5.0,30,-11.23,0.493,0.1915,0.896,0.5977,0.6147,3.326,3.941,0.9673
0.9,5.0,31,-11.445,0.6406,0.06256,0.751,0.9956,1.532,2.44,3.97,0.9673
0.9,5.0,40,-12.086,0.546,0.00694,1.133,0.8057,0.3552,3.639,3.994,0.9673
0.9,5.0,41,-11.766,0.4636,0.006104,0.9995,0.7915,0.2656,3.732,3.998,0.9673
0.9,5.0,43,-6.777,0.577,0.012726,1.647,1.0,0.03543,3.955,3.992,0.9673
0.9,6.0,20,0.95,0.2241,0.448,0.01935,0.519,3.256,0.6826,3.94,0.9795
0.9,6.0,21,1.021,0.00107,0.02737,0.007374,1.0,3.387,0.5854,3.973,0.9795
0.9,6.0,30,-11.36,0.489,0.1798,0.9214,0.5903,0.6313,3.328,3.96,0.9795
0.9,6.0,31,-9.5,0.6367,0.025,0.7544,0.997,1.706,2.281,3.986,0.9795
0.9,6.0,40,-12.35,0.568,0.0066,1.247,0.878,0.4275,3.576,4.004,0.9795
0.9,6.0,41,-11.15,0.6367,0.00925,1.432,0.998,0.9565,3.033,3.99,0.9795
0.9,6.0,43,-6.812,0.5283,0.0094,1.739,1.0,0.02739,3.977,4.004,0.9795
0.9,7.0,20,1.04,0.2268,0.2366,0.01775,0.5093,3.342,0.613,3.955,0.986
0.9,7.0,21,1.056,0.0008364,0.02034,0.005627,1.0,3.463,0.524,3.986,0.986
0.9,7.0,30,-10.695,0.583,0.1478,0.5195,0.7256,0.9688,2.98,3.95,0.986
0.9,7.0,31,-2.74,0.636,0.01772,0.7554,1.0,3.338,0.6587,3.996,0.986
0.9,7.0,40,-12.65,0.567,0.005127,1.273,0.8813,0.437,3.576,4.016,0.986
0.9,7.0,41,-9.85,0.6353,0.007137,1.459,0.999,1.292,2.709,4.0,0.986
0.9,7.0,43,-7.1,0.533,0.00722,1.795,1.0,0.02216,3.99,4.01,0.986
0.9,8.0,20,1.084,0.2284,0.2288,0.01692,0.5,3.404,0.5635,3.969,0.9897
