alpha,sigma,market,margin,bcost,entry,exit,merger,profits,surplus,welfare,mpoly,mpolyA,mpolyB
0.3,8.0,30,-1.795,0.4521,0.199,0.839,0.86,1.177,1.128,2.305,0.9346,0.96,0.9365
0.3,8.0,31,0.728,0.002048,0.03073,1.542,1.0,1.886,0.44,2.326,0.97,0.9966,0.972
0.3,8.0,40,-3.037,0.4194,0.01117,2.049,0.9976,0.634,1.685,2.318,0.9434,0.969,0.946
0.3,8.0,41,-0.5454,0.2262,0.01087,3.031,1.0,1.265,1.068,2.334,0.9688,0.995,0.971
0.3,8.0,43,-3.404,0.415,0.02133,1.345,1.0,0.013374,2.324,2.338,0.967,0.993,0.969
0.3,9.0,20,0.5776,0.2494,0.3845,0.0628,0.4648,1.8,0.499,2.299,0.9707,0.9897,0.9727
0.3,9.0,21,0.7764,5.037e-5,0.02748,0.01622,1.0,1.948,0.3755,2.324,0.979,0.998,0.9805
0.3,9.0,30,-1.643,0.3982,0.1981,0.786,0.85,1.262,1.048,2.31,0.95,0.9688,0.952
0.3,9.0,31,0.7524,0.001795,0.02419,1.538,1.0,1.932,0.4004,2.332,0.9785,0.9976,0.98
0.3,9.0,40,-3.062,0.413,0.00934,2.041,1.0,0.6772,1.6455,2.322,0.958,0.977,0.96
0.3,9.0,41,-0.544,0.2255,0.008934,3.037,1.0,1.304,1.034,2.338,0.9775,0.9966,0.9795
0.3,9.0,43,-3.482,0.414,0.01675,1.359,1.0,0.01171,2.332,2.342,0.9756,0.9946,0.9775
0.4,1.0,20,0.3542,0.0,1.373,0.0,0.0,1.582,1.846,3.428,0.0,0.0,0.0
0.4,1.0,21,0.359,0.0,1.203,0.706,1.0,1.254,1.928,3.182,0.0,0.0,0.0
0.4,1.0,30,0.3489,0.0,0.6733,0.0,0.0,1.613,1.959,3.572,0.0,0.0,0.0
0.4,1.0,31,0.3293,0.0,0.587,1.595,1.0,1.251,2.064,3.314,0.0,0.0,0.0
