s,t,pr_s1,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11
1.0,1.0,0.07335922525487938,0.7662864897790971,0.17078844131466114,0.0,0.05350910956293307,0.009415959343308616,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,0.06258292278188207,0.0,0.4738753560794985,0.49999223182984354,0.0,0.026124643920501466,7.768170156461221e-6,0.0,0.0,0.0,0.0,0.0
11.0,1.0,0.2341072063683565,0.0,0.0,0.9999844636674052,0.0,0.0,1.5536332594795985e-5,0.0,0.0,0.0,0.0,0.0
16.0,1.0,0.06468953535598243,0.036300712131582355,0.014939572457828976,0.0,0.6580757793528738,0.22818421002430456,0.0,0.04629156631380956,0.01620815971960076,0.0,0.0,0.0
36.0,1.0,0.06396965451224411,7.396405290808006e-20,0.028808780748714256,0.12488278842726896,0.0,0.43994138634657043,0.374982681872461,0.0,0.031249832904715377,0.0,0.0001345297002701078,0.0
66.0,1.0,0.15489429771268387,0.0,0.0,0.24976557149438536,0.0,0.0,0.7499653590814952,0.0,0.0,0.0,0.0002690694241195843,0.0
96.0,1.0,0.09511741511943722,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
111.0,1.0,0.07249607814241156,0.0,0.0,0.004205795794746146,0.0,0.0,0.11699065293957155,0.0,0.7499988669422111,0.0,0.12370965567913166,0.0050950286443397375
136.0,1.0,0.04545442721160741,0.0,0.0,0.2260927288262346,0.0,0.0,0.0,0.0,0.0,0.49999869932768154,0.0,0.2739085718460839
151.0,1.0,0.05617311669171905,0.004364275892993658,0.0,0.018073460915089493,0.0,0.0,0.46187527644324344,0.0,0.0,0.0,0.49379102880538817,0.02189595794328526
176.0,1.0,0.07715612084879643,0.0,0.0,0.4521822290969482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5478177709030518
1.0,3.0,0.046789168705751054,0.455280533139066,0.19940138887871336,0.19640871415946878,0.08308426611483374,0.04533376839141847,0.014199915489786042,0.004078522928628606,0.001978127571977667,0.0,0.00022634367562798585,8.41965047933481e-6
6.0,3.0,0.03254889974620156,7.648489788098554e-11,0.10676820121979169,0.8581069659696073,2.6873152144285867e-24,0.017403583398324905,0.016734366064717718,0.0,0.0008290989675705341,0.0,0.00015188927128735708,5.895032215745045e-6
11.0,3.0,0.47274095822233786,9.022730701827061e-14,0.0,0.99996363639128,0.0,0.0,3.63505957285646e-5,0.0,0.0,0.0,1.2911099198034684e-8,1.018022145639331e-10
16.0,3.0,0.0358795793485656,0.05448797599948186,0.03259785557815825,0.10325467632872844,0.31116778955465374,0.19754791962305276,0.16494137340194504,0.09866796169872386,0.028649802817001146,0.0,0.008283954921689778,0.0004006900765652584
36.0,3.0,0.03151009878400176,1.0190299025724831e-5,0.01806838496946279,0.4403085431121735,2.0140642189047076e-9,0.08618045737300177,0.421763513988371,1.2205116913319104e-22,0.02281724621602702,0.0,0.010236421686436813,0.0006152403414374353
66.0,3.0,0.16945378392896918,9.994665687256666e-8,1.2841321368884978e-8,0.5775389854447961,4.017340270847701e-9,7.078357305725494e-10,0.42204769411015247,0.0,0.0,0.0,0.000402640137291719,1.0562794605766873e-5
96.0,3.0,0.10025033511827823,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0
111.0,3.0,0.04640825853809425,0.00026719756493131743,3.661520006907911e-10,0.13724591060520425,1.1454873960173262e-10,2.018292833458393e-11,0.2818844875391191,0.0,0.45621305126911366,0.0,0.11354575948430895,0.010843593036439184
