s,t,prices,profits,surplus,welfare
2.0,0.0,-0.41815764907948316,3.0584694282544347,0.48530821450600786,3.5437776427604426
7.0,0.0,-3.0661513427759526,0.5695289006965684,3.26705643406845,3.8365853347650183
1.0,1.0,-0.5360604548259816,2.7537872016709937,0.637553566558971,3.3913407682299646
2.0,1.0,-0.41815764907948316,3.0584694282544347,0.48530821450600786,3.5437776427604426
3.0,1.0,-2.528992341102794,0.9280948639394686,2.69577134516486,3.6238662091043286
4.0,1.0,-2.6756394422193686,0.8090823409348213,2.7781777166120394,3.5872600575468607
7.0,1.0,-3.0661513427759526,0.5695289006965684,3.26705643406845,3.8365853347650183
8.0,1.0,-3.2281883811291165,0.4091557104730339,3.3652642611231753,3.7744199715962092
9.0,1.0,-3.353301532761757,0.2857142886676956,3.5513435844620815,3.837057873129777
1.0,2.0,-0.6544305799664144,2.693950464682632,0.7536163889270053,3.4475668536096373
2.0,2.0,-0.4940638438513661,2.9828777936759074,0.5622762067401852,3.5451540004160926
3.0,2.0,-2.573973324835664,0.8969011754065445,2.7397806542122036,3.6366818296187478
4.0,2.0,-2.6990679216286164,0.7921251591049704,2.803070615776166,3.5951957748811365
7.0,2.0,-3.0661513427759526,0.5695289006965684,3.26705643406845,3.8365853347650183
8.0,2.0,-3.2281883811291165,0.4091557104730339,3.3652642611231753,3.7744199715962092
9.0,2.0,-3.353301532761757,0.2857142886676956,3.5513435844620815,3.837057873129777
1.0,3.0,-0.7614973288976964,2.6281984588873364,0.8585952438483443,3.4867937027356803
2.0,3.0,-0.5682381462911027,2.9093077751402503,0.6375526889220208,3.546860464062272
3.0,3.0,-2.6147555013351766,0.868583925253701,2.7797800605530614,3.648363985806762
4.0,3.0,-2.7215030163640783,0.775886974195326,2.826908037797121,3.602795011992447
7.0,3.0,-3.0661513427759526,0.5695289006965684,3.26705643406845,3.8365853347650183
8.0,3.0,-3.2281883811291165,0.4091557104730339,3.3652642611231753,3.7744199715962092
9.0,3.0,-3.353301532761757,0.2857142886676956,3.5513435844620815,3.837057873129777
