s,t,prices,profits,surplus,welfare
10.0,0.0,-0.41815764907948316,3.0584694282544347,0.48530821450600786,3.5437776427604426
75.0,0.0,-3.0661513427759526,0.5695289006965684,3.26705643406845,3.8365853347650183
1.0,1.0,-0.17569087929220037,0.6423805967065671,0.2434487706407775,0.8858293673473446
6.0,1.0,-0.4035748381032203,0.5476236932333302,0.47252527763788393,1.0201489708712141
11.0,1.0,-0.17569087778335277,0.6423805982018526,0.24344877069934348,0.885829368901196
26.0,1.0,-3.5706918540462804,-2.575164394826234,3.6158833028629256,1.0407189080366916
61.0,1.0,-0.7128498830707954,0.2838146314365797,0.8147338622244495,1.0985484936610292
76.0,1.0,-25.004061919857374,-24.00406191985737,25.109040376416942,1.1049784565595715
101.0,1.0,-28.070281333728033,-27.070281333728033,28.26832338531659,1.1980420515885584
1.0,2.0,-0.31071290537449014,0.5663346175067361,0.38367479895885487,0.950009416465591
6.0,2.0,-0.41291788552232117,1.4469235078534275,0.48109079907732316,1.9280143069307505
11.0,2.0,-1.5290320626568739,-0.6159881044326353,1.5907074711966087,0.9747193667639734
26.0,2.0,-0.6302589434348067,1.324913082159107,0.6860061497496058,2.010919231908713
61.0,2.0,-12.23447547264184,-11.243908798496253,12.319420378072927,1.075511579576672
76.0,2.0,-1.6694390324383137,0.3054866882618421,1.7258723807038832,2.0313590689657253
101.0,2.0,-1.2262168358409797,0.725086967892346,1.312292519532622,2.037379487424968
1.0,3.0,-0.5536308335538497,0.5890926851570509,0.6261773321902093,1.2152700173472601
6.0,3.0,-0.4192328958104773,2.027418270886472,0.48692484803734026,2.5143431189238106
11.0,3.0,-1.252465481572976,0.17484998285748946,1.3143370323431516,1.489187015200641
26.0,3.0,-0.5767155818666015,1.9632931307573311,0.6352784295255197,2.5985715602828514
61.0,3.0,-1.6149918348245464,0.18749111907605626,1.678066187500119,1.8655573065761752
76.0,3.0,-1.3174126808206903,1.2378616256400714,1.3780278184861934,2.6158894441262643
101.0,3.0,-0.7990997739389281,1.7189448448602567,0.8760866063388374,2.595031451199094
1.0,4.0,-0.6866121242577704,0.8546511002522723,0.7576833890270939,1.6123344892793652
6.0,4.0,-0.423630747335021,2.5192076469164415,0.49102114643952416,3.0102287933559664
11.0,4.0,-0.8994228177637256,1.0806170569930695,0.9615543326652696,2.0421713896583378
26.0,4.0,-0.542603296943323,2.491315572286429,0.6032274286713538,3.094543000957784
61.0,4.0,-1.081959577245068,1.2951905506250372,1.1458479444409901,2.441038495066027
76.0,4.0,-1.0797893370920804,1.962954417886097,1.1433213275665577,3.106275745452655
101.0,4.0,-0.6155915285357265,2.3859712855437976,0.6877502961926669,3.073721581736464
1.0,5.0,-0.6906039681889007,1.3079854275311755,0.7601965922011759,2.068182019732351
6.0,5.0,-0.42642121225615814,2.9635403507276106,0.4936576932833712,3.4571980440109806
11.0,5.0,-0.7151723265068921,1.7873531657405963,0.7779570197062188,2.5653101854468154
26.0,5.0,-0.516608472917157,2.96023592912282,0.5787900328248429,3.5390259619476625
61.0,5.0,-0.9043530941498318,1.9693304845654436,0.9694112915054707,2.9387417760709145
76.0,5.0,-0.917852312565443,2.5624589209650144,0.9829244242427508,3.545383345207766
101.0,5.0,-0.5238310844938479,2.915935825442437,0.5935384238355926,3.5094742492780293
1.0,6.0,-0.6533266172269682,1.8142845540555235,0.7218354844138698,2.5361200384693934
6.0,6.0,-0.42777911463736384,3.0393486683287443,0.49499660377574417,3.534345272104489
11.0,6.0,-0.615908819566664,2.3685312829220075,0.679450182560605,3.0479814654826125
26.0,6.0,-0.4963259522141471,3.006457016124533,0.5597418242742944,3.566198840398827
61.0,6.0,-0.7872711523727061,2.5362281948582903,0.8530413055931767,3.389269500451468
76.0,6.0,-0.8015091947211493,2.702856549686892,0.8674144304722305,3.570270980159124
101.0,6.0,-0.47735884311003973,3.000358486567742,0.5458753831224092,3.5462338696901505
1.0,7.0,-0.609577547130358,2.23133251958223,0.677412236166433,2.9087447557486636
6.0,7.0,-0.4287031601302718,3.047202256888183,0.49592378294665224,3.5431260398348363
11.0,7.0,-0.5583016079658533,2.6853745086476275,0.6225816715912303,3.3079561802388584
26.0,7.0,-0.48088506410031984,3.017361591826024,0.545239448539465,3.562601040365487
61.0,7.0,-0.7029316319597619,2.724177712079434,0.7691657568872806,3.493343468966716
76.0,7.0,-0.7156305000750415,2.7841208016129753,0.7820730980777862,3.5661938996907616
101.0,7.0,-0.4541344153397292,3.0247268506314633,0.5220538396336779,3.546780690265142
1.0,8.0,-0.570758330184181,2.526384734673921,0.6382193317797294,3.1646040664536517
6.0,8.0,-0.42941669474064964,3.0473066200067835,0.49664190648102013,3.543948526487804
11.0,8.0,-0.5223649562736987,2.847996808293813,0.5872911080593597,3.435287916353174
26.0,8.0,-0.4691780887315012,3.0239233260705736,0.5342417056483326,3.5581650317189046
61.0,8.0,-0.6404932069809914,2.820318322802544,0.7070640078702901,3.5273823306728356
76.0,8.0,-0.651443011926947,2.8428509433948066,0.718238987681351,3.561089931076156
101.0,8.0,-0.44268479728305743,3.0352501883748504,0.5103030879866388,3.5455532763614896
1.0,9.0,-0.539383182036667,2.7191979797728583,0.6066588976466909,3.3258568774195494
6.0,9.0,-0.42997934862767967,3.046816987933432,0.49720840868444527,3.5440253966178763
11.0,9.0,-0.4985070449256001,2.932069719824586,0.5639655993088256,3.496035319133409
26.0,9.0,-0.4603107249744763,3.028792670397707,0.5259100474839844,3.554702717881692
61.0,9.0,-0.5935998200165804,2.8803792781457687,0.6604120057042411,3.5407912838500084
