s,t,pr_s1,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11
1.0,1.0,0.04122200788712574,0.45344208675838316,0.1527927794800022,0.0,0.3044539027760703,0.08931123098554437,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,0.05442043126812517,0.0,0.4458319644693748,0.23970611007162732,0.0,0.2604770158615123,0.053984909597485614,0.0,0.0,0.0,0.0,0.0
11.0,1.0,0.0959900660741513,0.0,0.0,0.816184616744037,0.0,0.0,0.18381538325596303,0.0,0.0,0.0,0.0,0.0
16.0,1.0,0.08254054973732534,0.0,0.0,0.0,0.6034921443345085,0.16228466360239635,0.0,0.18539698099483926,0.04882621106825595,0.0,0.0,0.0
36.0,1.0,0.11643656183491706,0.0,0.0,0.0,0.0,0.7687292697346347,0.0,0.0,0.23127073026536524,0.0,0.0,0.0
66.0,1.0,0.10088711576251336,0.0,0.0,0.0,0.0,0.0,0.8719579805341985,0.0,0.0,0.0,0.12804201946580157,0.0
96.0,1.0,0.10776336190862175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
111.0,1.0,0.11637244921214739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
136.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151.0,1.0,0.10254927449689105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
176.0,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,3.0,0.008490656332187107,0.09339721965405817,0.09267696376930301,0.06295270515314495,0.25268705331871394,0.27490132087655444,0.021379042214271726,0.10532999315357297,0.09561958944061358,0.0,0.0010561124197673345,0.0
6.0,3.0,0.016472407765469186,0.0,0.08851952165085801,0.29483139777591205,0.0,0.3024016497914799,0.16689948027119433,0.0,0.12570897612713713,0.0,0.021638974383418604,0.0
11.0,3.0,0.0819568077269407,0.0,0.0,0.5437407820672906,0.0,0.0,0.39307524221964024,0.0,0.0,0.0,0.06318397571306912,0.0
16.0,3.0,0.042896331451446064,0.0,0.0,0.0,0.2191725926471929,0.23084578222387395,0.0,0.36454875974812895,0.18543286538080425,0.0,0.0,0.0
