s,t,pr_s1,q1,q2,q3,q4,q5,q6,q7
1.0,1.0,0.09667473381287463,0.6767231366901224,0.23158837820124273,0.07327686330987768,0.01841162179875727,0.0,0.0,0.0
6.0,1.0,0.16541499372502358,0.0,0.9263165778739223,0.0,0.07368342212607765,0.0,0.0,0.0
11.0,1.0,0.08521720471290968,0.0,0.0,0.52324356968049,0.4142565063818082,0.034882862582159384,0.027617061355542226,0.0
31.0,1.0,0.20626451904093937,0.0,0.0,0.0,0.9375000829799325,0.0,0.06249991702006747,0.0
61.0,1.0,0.14784040894030848,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76.0,1.0,0.1557309969108014,0.0,0.0,0.0,0.0,0.0,1.0,0.0
101.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,3.0,0.04400830688177725,0.30805814817244076,0.4497884326947379,0.0903888051822235,0.13686520979541514,0.005956987416670533,0.008942416738512409,0.0
6.0,3.0,0.1778169986589277,0.0,0.7949305579177559,0.0,0.19290562650896426,0.0,0.012163815573279845,0.0
11.0,3.0,0.02988235521379856,0.0,0.0,0.11878768131436641,0.7051871355773174,0.05961351978219519,0.11641166332612085,0.0
31.0,3.0,0.26556182853621674,0.0,0.0,0.0,0.8239748278718199,0.0,0.17602517212817997,0.0
61.0,3.0,0.15222435817126653,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76.0,3.0,0.18764900968087048,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0
101.0,3.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,5.0,0.01987093805523132,0.13909656638661924,0.5000797569048834,0.06368075946741023,0.25316514866861206,0.012004865325411363,0.031972903247064,0.0
6.0,5.0,0.16890108883468402,0.0,0.6822278649379048,0.0,0.28070154666428593,0.0,0.0370705883978091,0.0
11.0,5.0,0.012828999355197114,0.0,0.0,0.026122236018969562,0.6980745068118558,0.06506980199541823,0.21073345517375636,0.0
31.0,5.0,0.279448279416652,0.0,0.0,0.0,0.7241967537718104,0.0,0.2758032462281894,0.0
61.0,5.0,0.1538678096172614,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76.0,5.0,0.22222574186383132,0.0,0.0,0.0,0.0,0.0,1.0,0.0
101.0,5.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,10.0,0.002710048408975589,0.018970338862829124,0.4101899034400177,0.015961222782935755,0.40469666633914164,0.01940636046803522,0.1307755081070407,0.0
6.0,10.0,0.12510080983854985,0.0,0.4655157654298313,0.0,0.40029012796524893,0.0,0.13419410660491954,0.0
11.0,10.0,0.0023646295453862705,0.0,0.0,0.0005911840347681371,0.5238697448268681,0.06657164612489243,0.4089674250134712,0.0
31.0,10.0,0.26475963950630577,0.0,0.0,0.0,0.5244609374128819,0.0,0.4755390625871178,0.0
61.0,10.0,0.15513971522756106,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76.0,10.0,0.3070680146160785,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,0.0
101.0,10.0,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
1.0,30.0,9.371141801182967e-7,6.559799260828077e-6,0.09264919810502058,1.9463808828528208e-5,0.3042533879045481,0.02159143179862321,0.5814799585837187,0.0
6.0,30.0,0.02765198019757597,0.0,0.1009146632780112,0.0,0.3132751921669929,0.0,0.5858101445549952,0.0
11.0,30.0,2.7805662722983938e-6,0.0,0.0,1.5507756054854346e-10,0.14425784141419928,0.0666064216105675,0.7891357368201556,0.0
31.0,30.0,0.12943489507582107,0.0,0.0,0.0,0.14425784404500724,0.0,0.8557421559549925,0.0
61.0,30.0,0.15545683620131295,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0
76.0,30.0,0.5445954279876946,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,0.0
101.0,30.0,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
1.0,100.0,7.205208849029256e-19,5.043646194320479e-18,0.00043948005516373926,2.0479447153762532e-16,0.010014266257444988,0.02159395587286946,0.9679522978145214,0.0
6.0,100.0,0.00013116234941325347,0.0,0.000478656390729035,0.0,0.010614136904168077,0.0,0.9889072067051019,0.0
11.0,100.0,2.9256353076803616e-17,0.0,0.0,1.4336425515369098e-33,0.0015744593194831939,0.06660642161968969,0.931819119060827,0.0
31.0,100.0,0.0033967602610982346,0.0,0.0,0.0,0.0015744593465913848,0.0,0.9984255406534084,0.0
61.0,100.0,0.15545719678465128,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0
76.0,100.0,0.6981577377476942,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,0.0
101.0,100.0,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
